"Plot Title:  20849263"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849263, SEN S/N: 20849263, LBL: AT)","RH, % (LGR S/N: 20849263, SEN S/N: 20849263, LBL: RH)","Coupler Detached (LGR S/N: 20849263)","Bad Battery (LGR S/N: 20849263)","Good Battery (LGR S/N: 20849263)","Coupler Attached (LGR S/N: 20849263)","Host Connected (LGR S/N: 20849263)","Stopped (LGR S/N: 20849263)","End Of File (LGR S/N: 20849263)"
356,07.19.20 klo 09.30.00 ip.,20.954,50.916,,,,,,,
357,07.19.20 klo 10.00.00 ip.,21.040,50.794,,,,,,,
358,07.19.20 klo 10.30.00 ip.,21.083,50.647,,,,,,,
359,07.19.20 klo 11.00.00 ip.,21.126,50.476,,,,,,,
360,07.19.20 klo 11.30.00 ip.,21.126,50.379,,,,,,,
361,07.20.20 klo 12.00.00 ap.,21.211,50.330,,,,,,,
362,07.20.20 klo 12.30.00 ap.,21.297,50.256,,,,,,,
363,07.20.20 klo 01.00.00 ap.,21.297,50.232,,,,,,,
364,07.20.20 klo 01.30.00 ap.,21.426,50.183,,,,,,,
365,07.20.20 klo 02.00.00 ap.,21.512,50.159,,,,,,,
366,07.20.20 klo 02.30.00 ap.,21.469,50.159,,,,,,,
367,07.20.20 klo 03.00.00 ap.,21.555,50.085,,,,,,,
368,07.20.20 klo 03.30.00 ap.,21.598,50.085,,,,,,,
369,07.20.20 klo 04.00.00 ap.,21.598,50.061,,,,,,,
370,07.20.20 klo 04.30.00 ap.,21.640,50.085,,,,,,,
371,07.20.20 klo 05.00.00 ap.,21.683,50.061,,,,,,,
372,07.20.20 klo 05.30.00 ap.,21.769,50.061,,,,,,,
373,07.20.20 klo 06.00.00 ap.,21.769,49.988,,,,,,,
374,07.20.20 klo 06.30.00 ap.,21.726,49.988,,,,,,,
375,07.20.20 klo 07.00.00 ap.,21.812,49.939,,,,,,,
376,07.20.20 klo 07.30.00 ap.,21.855,49.963,,,,,,,
377,07.20.20 klo 08.00.00 ap.,21.855,49.939,,,,,,,
378,07.20.20 klo 08.30.00 ap.,21.898,49.915,,,,,,,
379,07.20.20 klo 09.00.00 ap.,21.898,49.866,,,,,,,
380,07.20.20 klo 09.30.00 ap.,21.941,49.841,,,,,,,
381,07.20.20 klo 10.00.00 ap.,21.898,49.817,,,,,,,
382,07.20.20 klo 10.30.00 ap.,21.941,49.744,,,,,,,
383,07.20.20 klo 11.00.00 ap.,21.898,49.744,,,,,,,
384,07.20.20 klo 11.30.00 ap.,21.898,49.719,,,,,,,
385,07.20.20 klo 12.00.00 ip.,21.898,49.719,,,,,,,
386,07.20.20 klo 12.30.00 ip.,21.898,49.646,,,,,,,
387,07.20.20 klo 01.00.00 ip.,21.898,49.597,,,,,,,
388,07.20.20 klo 01.30.00 ip.,21.898,49.548,,,,,,,
389,07.20.20 klo 02.00.00 ip.,21.898,49.621,,,,,,,
390,07.20.20 klo 02.30.00 ip.,21.941,49.621,,,,,,,
391,07.20.20 klo 03.00.00 ip.,21.855,49.573,,,,,,,
392,07.20.20 klo 03.30.00 ip.,21.855,49.573,,,,,,,
393,07.20.20 klo 04.00.00 ip.,21.898,49.524,,,,,,,
394,07.20.20 klo 04.30.00 ip.,21.941,49.499,,,,,,,
395,07.20.20 klo 05.00.00 ip.,21.898,49.499,,,,,,,
396,07.20.20 klo 05.30.00 ip.,21.898,49.451,,,,,,,
397,07.20.20 klo 06.00.00 ip.,21.898,49.426,,,,,,,
398,07.20.20 klo 06.30.00 ip.,21.941,49.426,,,,,,,
399,07.20.20 klo 07.00.00 ip.,21.941,49.426,,,,,,,
400,07.20.20 klo 07.30.00 ip.,21.898,49.402,,,,,,,
401,07.20.20 klo 08.00.00 ip.,21.898,49.499,,,,,,,
402,07.20.20 klo 08.30.00 ip.,21.984,49.548,,,,,,,
403,07.20.20 klo 09.00.00 ip.,21.984,49.524,,,,,,,
404,07.20.20 klo 09.30.00 ip.,22.027,49.597,,,,,,,
405,07.20.20 klo 10.00.00 ip.,22.069,49.646,,,,,,,
406,07.20.20 klo 10.30.00 ip.,22.112,49.695,,,,,,,
407,07.20.20 klo 11.00.00 ip.,22.112,49.744,,,,,,,
408,07.20.20 klo 11.30.00 ip.,22.155,49.817,,,,,,,
409,07.21.20 klo 12.00.00 ap.,22.198,49.866,,,,,,,
410,07.21.20 klo 12.30.00 ap.,22.198,49.915,,,,,,,
411,07.21.20 klo 01.00.00 ap.,22.241,49.963,,,,,,,
412,07.21.20 klo 01.30.00 ap.,22.241,49.988,,,,,,,
413,07.21.20 klo 02.00.00 ap.,22.241,49.988,,,,,,,
414,07.21.20 klo 02.30.00 ap.,22.284,50.085,,,,,,,
415,07.21.20 klo 03.00.00 ap.,22.241,50.085,,,,,,,
416,07.21.20 klo 03.30.00 ap.,22.198,50.110,,,,,,,
417,07.21.20 klo 04.00.00 ap.,22.198,50.134,,,,,,,
418,07.21.20 klo 04.30.00 ap.,22.284,50.208,,,,,,,
419,07.21.20 klo 05.00.00 ap.,22.284,50.183,,,,,,,
420,07.21.20 klo 05.30.00 ap.,22.241,50.183,,,,,,,
421,07.21.20 klo 06.00.00 ap.,22.241,50.183,,,,,,,
422,07.21.20 klo 06.30.00 ap.,22.241,50.232,,,,,,,
423,07.21.20 klo 07.00.00 ap.,22.198,50.208,,,,,,,
424,07.21.20 klo 07.30.00 ap.,22.284,50.232,,,,,,,
425,07.21.20 klo 08.00.00 ap.,22.284,50.256,,,,,,,
426,07.21.20 klo 08.30.00 ap.,22.284,50.134,,,,,,,
427,07.21.20 klo 09.00.00 ap.,22.198,50.208,,,,,,,
428,07.21.20 klo 09.30.00 ap.,22.198,50.134,,,,,,,
429,07.21.20 klo 10.00.00 ap.,22.198,50.159,,,,,,,
430,07.21.20 klo 10.30.00 ap.,22.155,50.085,,,,,,,
431,07.21.20 klo 11.00.00 ap.,22.112,50.012,,,,,,,
432,07.21.20 klo 11.30.00 ap.,22.069,49.988,,,,,,,
433,07.21.20 klo 12.00.00 ip.,22.027,49.939,,,,,,,
434,07.21.20 klo 12.30.00 ip.,22.069,49.963,,,,,,,
435,07.21.20 klo 01.00.00 ip.,22.069,49.963,,,,,,,
436,07.21.20 klo 01.30.00 ip.,22.112,49.988,,,,,,,
437,07.21.20 klo 02.00.00 ip.,22.069,49.915,,,,,,,
438,07.21.20 klo 02.30.00 ip.,22.069,49.939,,,,,,,
439,07.21.20 klo 03.00.00 ip.,22.069,49.963,,,,,,,
440,07.21.20 klo 03.30.00 ip.,22.112,49.915,,,,,,,
441,07.21.20 klo 04.00.00 ip.,22.112,49.915,,,,,,,
442,07.21.20 klo 04.30.00 ip.,22.069,49.890,,,,,,,
443,07.21.20 klo 05.00.00 ip.,22.069,49.890,,,,,,,
444,07.21.20 klo 05.30.00 ip.,22.069,49.817,,,,,,,
445,07.21.20 klo 06.00.00 ip.,22.069,49.866,,,,,,,
446,07.21.20 klo 06.30.00 ip.,22.027,49.817,,,,,,,
447,07.21.20 klo 07.00.00 ip.,21.984,49.792,,,,,,,
448,07.21.20 klo 07.30.00 ip.,22.027,49.866,,,,,,,
449,07.21.20 klo 08.00.00 ip.,21.984,49.841,,,,,,,
450,07.21.20 klo 08.30.00 ip.,22.027,49.866,,,,,,,
451,07.21.20 klo 09.00.00 ip.,22.027,49.915,,,,,,,
452,07.21.20 klo 09.30.00 ip.,21.984,49.866,,,,,,,
453,07.21.20 klo 10.00.00 ip.,22.027,49.866,,,,,,,
454,07.21.20 klo 10.30.00 ip.,21.984,49.915,,,,,,,
455,07.21.20 klo 11.00.00 ip.,21.984,49.866,,,,,,,
456,07.21.20 klo 11.30.00 ip.,21.984,49.866,,,,,,,
457,07.22.20 klo 12.00.00 ap.,22.027,49.866,,,,,,,
458,07.22.20 klo 12.30.00 ap.,22.027,49.890,,,,,,,
459,07.22.20 klo 01.00.00 ap.,21.984,49.866,,,,,,,
460,07.22.20 klo 01.30.00 ap.,21.984,49.841,,,,,,,
461,07.22.20 klo 02.00.00 ap.,21.941,49.792,,,,,,,
462,07.22.20 klo 02.30.00 ap.,21.984,49.792,,,,,,,
463,07.22.20 klo 03.00.00 ap.,21.941,49.768,,,,,,,
464,07.22.20 klo 03.30.00 ap.,21.984,49.744,,,,,,,
465,07.22.20 klo 04.00.00 ap.,21.941,49.719,,,,,,,
466,07.22.20 klo 04.30.00 ap.,21.941,49.695,,,,,,,
467,07.22.20 klo 05.00.00 ap.,21.898,49.621,,,,,,,
468,07.22.20 klo 05.30.00 ap.,21.941,49.621,,,,,,,
469,07.22.20 klo 06.00.00 ap.,21.941,49.597,,,,,,,
470,07.22.20 klo 06.30.00 ap.,21.898,49.573,,,,,,,
471,07.22.20 klo 07.00.00 ap.,21.855,49.548,,,,,,,
472,07.22.20 klo 07.30.00 ap.,21.812,49.499,,,,,,,
473,07.22.20 klo 08.00.00 ap.,21.855,49.475,,,,,,,
474,07.22.20 klo 08.30.00 ap.,21.812,49.451,,,,,,,
475,07.22.20 klo 09.00.00 ap.,21.769,49.426,,,,,,,
476,07.22.20 klo 09.30.00 ap.,21.769,49.402,,,,,,,
477,07.22.20 klo 10.00.00 ap.,21.769,49.353,,,,,,,
478,07.22.20 klo 10.30.00 ap.,21.726,49.328,,,,,,,
479,07.22.20 klo 11.00.00 ap.,21.726,49.206,,,,,,,
480,07.22.20 klo 11.30.00 ap.,21.640,49.109,,,,,,,
481,07.22.20 klo 12.00.00 ip.,21.598,49.060,,,,,,,
482,07.22.20 klo 12.30.00 ip.,21.555,48.987,,,,,,,
483,07.22.20 klo 01.00.00 ip.,21.512,48.938,,,,,,,
484,07.22.20 klo 01.30.00 ip.,21.469,48.864,,,,,,,
485,07.22.20 klo 02.00.00 ip.,21.426,48.816,,,,,,,
486,07.22.20 klo 02.30.00 ip.,21.383,48.767,,,,,,,
487,07.22.20 klo 03.00.00 ip.,21.383,48.694,,,,,,,
488,07.22.20 klo 03.30.00 ip.,21.426,48.620,,,,,,,
489,07.22.20 klo 04.00.00 ip.,21.426,48.596,,,,,,,
490,07.22.20 klo 04.30.00 ip.,21.340,48.523,,,,,,,
491,07.22.20 klo 05.00.00 ip.,21.383,48.523,,,,,,,
492,07.22.20 klo 05.30.00 ip.,21.297,48.498,,,,,,,
493,07.22.20 klo 06.00.00 ip.,21.254,48.449,,,,,,,
494,07.22.20 klo 06.30.00 ip.,21.297,48.449,,,,,,,
495,07.22.20 klo 07.00.00 ip.,21.211,48.400,,,,,,,
496,07.22.20 klo 07.30.00 ip.,21.211,48.376,,,,,,,
497,07.22.20 klo 08.00.00 ip.,21.211,48.376,,,,,,,
498,07.22.20 klo 08.30.00 ip.,21.126,48.327,,,,,,,
499,07.22.20 klo 09.00.00 ip.,21.169,48.352,,,,,,,
500,07.22.20 klo 09.30.00 ip.,21.126,48.327,,,,,,,
501,07.22.20 klo 10.00.00 ip.,21.040,48.327,,,,,,,
502,07.22.20 klo 10.30.00 ip.,21.040,48.278,,,,,,,
503,07.22.20 klo 11.00.00 ip.,20.954,48.278,,,,,,,
504,07.22.20 klo 11.30.00 ip.,20.997,48.230,,,,,,,
505,07.23.20 klo 12.00.00 ap.,20.954,48.303,,,,,,,
506,07.23.20 klo 12.30.00 ap.,20.954,48.352,,,,,,,
507,07.23.20 klo 01.00.00 ap.,20.911,48.352,,,,,,,
508,07.23.20 klo 01.30.00 ap.,20.868,48.327,,,,,,,
509,07.23.20 klo 02.00.00 ap.,20.868,48.376,,,,,,,
510,07.23.20 klo 02.30.00 ap.,20.868,48.352,,,,,,,
511,07.23.20 klo 03.00.00 ap.,20.911,48.400,,,,,,,
512,07.23.20 klo 03.30.00 ap.,20.868,48.400,,,,,,,
513,07.23.20 klo 04.00.00 ap.,20.825,48.400,,,,,,,
514,07.23.20 klo 04.30.00 ap.,20.825,48.425,,,,,,,
515,07.23.20 klo 05.00.00 ap.,20.782,48.449,,,,,,,
516,07.23.20 klo 05.30.00 ap.,20.825,48.474,,,,,,,
517,07.23.20 klo 06.00.00 ap.,20.825,48.547,,,,,,,
518,07.23.20 klo 06.30.00 ap.,20.782,48.474,,,,,,,
519,07.23.20 klo 07.00.00 ap.,20.825,48.523,,,,,,,
520,07.23.20 klo 07.30.00 ap.,20.825,48.498,,,,,,,
521,07.23.20 klo 08.00.00 ap.,20.825,48.523,,,,,,,
522,07.23.20 klo 08.30.00 ap.,20.825,48.547,,,,,,,
523,07.23.20 klo 09.00.00 ap.,20.782,48.571,,,,,,,
524,07.23.20 klo 09.30.00 ap.,20.825,48.523,,,,,,,
525,07.23.20 klo 10.00.00 ap.,20.782,48.474,,,,,,,
526,07.23.20 klo 10.30.00 ap.,20.740,48.474,,,,,,,
527,07.23.20 klo 11.00.00 ap.,20.740,48.474,,,,,,,
528,07.23.20 klo 11.30.00 ap.,20.740,48.474,,,,,,,
529,07.23.20 klo 12.00.00 ip.,20.782,48.400,,,,,,,
530,07.23.20 klo 12.30.00 ip.,20.782,48.425,,,,,,,
531,07.23.20 klo 01.00.00 ip.,20.782,48.449,,,,,,,
532,07.23.20 klo 01.30.00 ip.,20.825,48.400,,,,,,,
533,07.23.20 klo 02.00.00 ip.,20.825,48.498,,,,,,,
534,07.23.20 klo 02.30.00 ip.,20.825,48.400,,,,,,,
535,07.23.20 klo 03.00.00 ip.,20.825,48.327,,,,,,,
536,07.23.20 klo 03.30.00 ip.,20.825,48.278,,,,,,,
537,07.23.20 klo 04.00.00 ip.,20.782,48.278,,,,,,,
538,07.23.20 klo 04.30.00 ip.,20.740,48.230,,,,,,,
539,07.23.20 klo 05.00.00 ip.,20.782,48.156,,,,,,,
540,07.23.20 klo 05.30.00 ip.,20.782,48.181,,,,,,,
541,07.23.20 klo 06.00.00 ip.,20.782,48.083,,,,,,,
542,07.23.20 klo 06.30.00 ip.,20.782,48.059,,,,,,,
543,07.23.20 klo 07.00.00 ip.,20.782,48.034,,,,,,,
544,07.23.20 klo 07.30.00 ip.,20.782,47.961,,,,,,,
545,07.23.20 klo 08.00.00 ip.,20.740,47.912,,,,,,,
546,07.23.20 klo 08.30.00 ip.,20.740,47.863,,,,,,,
547,07.23.20 klo 09.00.00 ip.,20.697,47.766,,,,,,,
548,07.23.20 klo 09.30.00 ip.,20.697,47.766,,,,,,,
549,07.23.20 klo 10.00.00 ip.,20.697,47.741,,,,,,,
550,07.23.20 klo 10.30.00 ip.,20.697,47.692,,,,,,,
551,07.23.20 klo 11.00.00 ip.,20.697,47.692,,,,,,,
552,07.23.20 klo 11.30.00 ip.,20.740,47.668,,,,,,,
553,07.24.20 klo 12.00.00 ap.,20.740,47.668,,,,,,,
554,07.24.20 klo 12.30.00 ap.,20.740,47.692,,,,,,,
555,07.24.20 klo 01.00.00 ap.,20.782,47.668,,,,,,,
556,07.24.20 klo 01.30.00 ap.,20.782,47.619,,,,,,,
557,07.24.20 klo 02.00.00 ap.,20.782,47.643,,,,,,,
558,07.24.20 klo 02.30.00 ap.,20.825,47.619,,,,,,,
559,07.24.20 klo 03.00.00 ap.,20.782,47.595,,,,,,,
560,07.24.20 klo 03.30.00 ap.,20.825,47.570,,,,,,,
561,07.24.20 klo 04.00.00 ap.,20.825,47.570,,,,,,,
562,07.24.20 klo 04.30.00 ap.,20.825,47.570,,,,,,,
563,07.24.20 klo 05.00.00 ap.,20.825,47.546,,,,,,,
564,07.24.20 klo 05.30.00 ap.,20.825,47.521,,,,,,,
565,07.24.20 klo 06.00.00 ap.,20.782,47.473,,,,,,,
566,07.24.20 klo 06.30.00 ap.,20.825,47.473,,,,,,,
567,07.24.20 klo 07.00.00 ap.,20.825,47.497,,,,,,,
568,07.24.20 klo 07.30.00 ap.,20.868,47.448,,,,,,,
569,07.24.20 klo 08.00.00 ap.,20.825,47.424,,,,,,,
570,07.24.20 klo 08.30.00 ap.,20.825,47.473,,,,,,,
571,07.24.20 klo 09.00.00 ap.,20.825,47.424,,,,,,,
572,07.24.20 klo 09.30.00 ap.,20.825,47.399,,,,,,,
573,07.24.20 klo 10.00.00 ap.,20.825,47.399,,,,,,,
574,07.24.20 klo 10.30.00 ap.,20.868,47.375,,,,,,,
575,07.24.20 klo 11.00.00 ap.,20.868,47.399,,,,,,,
576,07.24.20 klo 11.30.00 ap.,20.911,47.350,,,,,,,
577,07.24.20 klo 12.00.00 ip.,20.868,47.424,,,,,,,
578,07.24.20 klo 12.30.00 ip.,20.954,47.424,,,,,,,
579,07.24.20 klo 01.00.00 ip.,20.954,47.473,,,,,,,
580,07.24.20 klo 01.30.00 ip.,20.997,47.497,,,,,,,
581,07.24.20 klo 02.00.00 ip.,20.954,47.473,,,,,,,
582,07.24.20 klo 02.30.00 ip.,20.997,47.448,,,,,,,
583,07.24.20 klo 03.00.00 ip.,20.997,47.473,,,,,,,
584,07.24.20 klo 03.30.00 ip.,20.997,47.473,,,,,,,
585,07.24.20 klo 04.00.00 ip.,20.954,47.448,,,,,,,
586,07.24.20 klo 04.30.00 ip.,20.954,47.424,,,,,,,
587,07.24.20 klo 05.00.00 ip.,20.997,47.473,,,,,,,
588,07.24.20 klo 05.30.00 ip.,20.997,47.473,,,,,,,
589,07.24.20 klo 06.00.00 ip.,20.997,47.497,,,,,,,
590,07.24.20 klo 06.30.00 ip.,20.954,47.497,,,,,,,
591,07.24.20 klo 07.00.00 ip.,20.954,47.497,,,,,,,
592,07.24.20 klo 07.30.00 ip.,20.954,47.546,,,,,,,
593,07.24.20 klo 08.00.00 ip.,20.954,47.546,,,,,,,
594,07.24.20 klo 08.30.00 ip.,20.997,47.497,,,,,,,
595,07.24.20 klo 09.00.00 ip.,20.954,47.521,,,,,,,
596,07.24.20 klo 09.30.00 ip.,20.997,47.546,,,,,,,
597,07.24.20 klo 10.00.00 ip.,20.997,47.570,,,,,,,
598,07.24.20 klo 10.30.00 ip.,20.997,47.595,,,,,,,
599,07.24.20 klo 11.00.00 ip.,20.997,47.619,,,,,,,
600,07.24.20 klo 11.30.00 ip.,21.040,47.619,,,,,,,
601,07.25.20 klo 12.00.00 ap.,20.997,47.619,,,,,,,
602,07.25.20 klo 12.30.00 ap.,20.997,47.643,,,,,,,
603,07.25.20 klo 01.00.00 ap.,20.997,47.717,,,,,,,
604,07.25.20 klo 01.30.00 ap.,20.997,47.766,,,,,,,
605,07.25.20 klo 02.00.00 ap.,21.040,47.766,,,,,,,
606,07.25.20 klo 02.30.00 ap.,21.040,47.839,,,,,,,
607,07.25.20 klo 03.00.00 ap.,21.083,47.912,,,,,,,
608,07.25.20 klo 03.30.00 ap.,21.126,47.985,,,,,,,
609,07.25.20 klo 04.00.00 ap.,21.126,47.985,,,,,,,
610,07.25.20 klo 04.30.00 ap.,21.169,48.107,,,,,,,
611,07.25.20 klo 05.00.00 ap.,21.169,48.132,,,,,,,
612,07.25.20 klo 05.30.00 ap.,21.211,48.181,,,,,,,
613,07.25.20 klo 06.00.00 ap.,21.211,48.205,,,,,,,
614,07.25.20 klo 06.30.00 ap.,21.211,48.254,,,,,,,
615,07.25.20 klo 07.00.00 ap.,21.211,48.278,,,,,,,
616,07.25.20 klo 07.30.00 ap.,21.169,48.425,,,,,,,
617,07.25.20 klo 08.00.00 ap.,21.211,48.303,,,,,,,
618,07.25.20 klo 08.30.00 ap.,21.211,48.474,,,,,,,
619,07.25.20 klo 09.00.00 ap.,21.211,48.498,,,,,,,
620,07.25.20 klo 09.30.00 ap.,21.211,48.523,,,,,,,
621,07.25.20 klo 10.00.00 ap.,21.211,48.547,,,,,,,
622,07.25.20 klo 10.30.00 ap.,21.211,48.620,,,,,,,
623,07.25.20 klo 11.00.00 ap.,21.211,48.596,,,,,,,
624,07.25.20 klo 11.30.00 ap.,21.211,48.596,,,,,,,
625,07.25.20 klo 12.00.00 ip.,21.211,48.620,,,,,,,
626,07.25.20 klo 12.30.00 ip.,21.211,48.669,,,,,,,
627,07.25.20 klo 01.00.00 ip.,21.169,48.669,,,,,,,
628,07.25.20 klo 01.30.00 ip.,21.169,48.620,,,,,,,
629,07.25.20 klo 02.00.00 ip.,21.126,48.620,,,,,,,
630,07.25.20 klo 02.30.00 ip.,21.169,48.645,,,,,,,
631,07.25.20 klo 03.00.00 ip.,21.126,48.596,,,,,,,
632,07.25.20 klo 03.30.00 ip.,21.169,48.645,,,,,,,
633,07.25.20 klo 04.00.00 ip.,21.126,48.596,,,,,,,
634,07.25.20 klo 04.30.00 ip.,21.083,48.547,,,,,,,
635,07.25.20 klo 05.00.00 ip.,21.083,48.523,,,,,,,
636,07.25.20 klo 05.30.00 ip.,21.083,48.547,,,,,,,
637,07.25.20 klo 06.00.00 ip.,21.083,48.498,,,,,,,
638,07.25.20 klo 06.30.00 ip.,21.083,48.449,,,,,,,
639,07.25.20 klo 07.00.00 ip.,21.083,48.449,,,,,,,
640,07.25.20 klo 07.30.00 ip.,21.040,48.352,,,,,,,
641,07.25.20 klo 08.00.00 ip.,21.083,48.376,,,,,,,
642,07.25.20 klo 08.30.00 ip.,21.083,48.352,,,,,,,
643,07.25.20 klo 09.00.00 ip.,21.083,48.278,,,,,,,
644,07.25.20 klo 09.30.00 ip.,21.040,48.254,,,,,,,
645,07.25.20 klo 10.00.00 ip.,21.040,48.181,,,,,,,
646,07.25.20 klo 10.30.00 ip.,21.040,48.156,,,,,,,
647,07.25.20 klo 11.00.00 ip.,21.040,48.132,,,,,,,
648,07.25.20 klo 11.30.00 ip.,20.997,48.083,,,,,,,
649,07.26.20 klo 12.00.00 ap.,20.997,48.010,,,,,,,
650,07.26.20 klo 12.30.00 ap.,20.997,48.010,,,,,,,
651,07.26.20 klo 01.00.00 ap.,21.040,47.937,,,,,,,
652,07.26.20 klo 01.30.00 ap.,20.997,47.937,,,,,,,
653,07.26.20 klo 02.00.00 ap.,20.997,47.912,,,,,,,
654,07.26.20 klo 02.30.00 ap.,21.040,47.912,,,,,,,
655,07.26.20 klo 03.00.00 ap.,20.997,47.863,,,,,,,
656,07.26.20 klo 03.30.00 ap.,20.997,47.863,,,,,,,
657,07.26.20 klo 04.00.00 ap.,21.040,47.912,,,,,,,
658,07.26.20 klo 04.30.00 ap.,21.083,47.912,,,,,,,
659,07.26.20 klo 05.00.00 ap.,21.040,47.912,,,,,,,
660,07.26.20 klo 05.30.00 ap.,21.126,47.863,,,,,,,
661,07.26.20 klo 06.00.00 ap.,21.083,47.863,,,,,,,
662,07.26.20 klo 06.30.00 ap.,21.083,47.888,,,,,,,
663,07.26.20 klo 07.00.00 ap.,21.083,47.888,,,,,,,
664,07.26.20 klo 07.30.00 ap.,21.169,47.863,,,,,,,
665,07.26.20 klo 08.00.00 ap.,21.169,47.888,,,,,,,
666,07.26.20 klo 08.30.00 ap.,21.126,47.863,,,,,,,
667,07.26.20 klo 09.00.00 ap.,21.169,47.814,,,,,,,
668,07.26.20 klo 09.30.00 ap.,21.169,47.888,,,,,,,
669,07.26.20 klo 10.00.00 ap.,21.169,47.888,,,,,,,
670,07.26.20 klo 10.30.00 ap.,21.169,47.888,,,,,,,
671,07.26.20 klo 11.00.00 ap.,21.126,47.937,,,,,,,
672,07.26.20 klo 11.30.00 ap.,21.211,47.912,,,,,,,
673,07.26.20 klo 12.00.00 ip.,21.211,47.888,,,,,,,
674,07.26.20 klo 12.30.00 ip.,21.169,47.863,,,,,,,
675,07.26.20 klo 01.00.00 ip.,21.169,47.839,,,,,,,
676,07.26.20 klo 01.30.00 ip.,21.083,47.766,,,,,,,
677,07.26.20 klo 02.00.00 ip.,21.126,47.766,,,,,,,
678,07.26.20 klo 02.30.00 ip.,21.040,47.790,,,,,,,
679,07.26.20 klo 03.00.00 ip.,21.083,47.766,,,,,,,
680,07.26.20 klo 03.30.00 ip.,21.040,47.790,,,,,,,
681,07.26.20 klo 04.00.00 ip.,21.040,47.814,,,,,,,
682,07.26.20 klo 04.30.00 ip.,21.040,47.814,,,,,,,
683,07.26.20 klo 05.00.00 ip.,21.083,47.790,,,,,,,
684,07.26.20 klo 05.30.00 ip.,21.083,47.888,,,,,,,
685,07.26.20 klo 06.00.00 ip.,21.126,47.888,,,,,,,
686,07.26.20 klo 06.30.00 ip.,21.040,47.863,,,,,,,
687,07.26.20 klo 07.00.00 ip.,21.083,47.888,,,,,,,
688,07.26.20 klo 07.30.00 ip.,21.126,47.937,,,,,,,
689,07.26.20 klo 08.00.00 ip.,21.083,47.937,,,,,,,
690,07.26.20 klo 08.30.00 ip.,21.126,47.937,,,,,,,
691,07.26.20 klo 09.00.00 ip.,21.126,47.961,,,,,,,
692,07.26.20 klo 09.30.00 ip.,21.169,47.937,,,,,,,
693,07.26.20 klo 10.00.00 ip.,21.169,47.961,,,,,,,
694,07.26.20 klo 10.30.00 ip.,21.169,48.010,,,,,,,
695,07.26.20 klo 11.00.00 ip.,21.169,47.961,,,,,,,
696,07.26.20 klo 11.30.00 ip.,21.169,47.937,,,,,,,
697,07.27.20 klo 12.00.00 ap.,21.169,47.961,,,,,,,
698,07.27.20 klo 12.30.00 ap.,21.083,47.985,,,,,,,
699,07.27.20 klo 01.00.00 ap.,21.126,47.937,,,,,,,
700,07.27.20 klo 01.30.00 ap.,21.083,47.961,,,,,,,
701,07.27.20 klo 02.00.00 ap.,21.083,47.937,,,,,,,
702,07.27.20 klo 02.30.00 ap.,21.126,47.985,,,,,,,
703,07.27.20 klo 03.00.00 ap.,21.126,48.034,,,,,,,
704,07.27.20 klo 03.30.00 ap.,21.169,48.059,,,,,,,
705,07.27.20 klo 04.00.00 ap.,21.169,48.059,,,,,,,
706,07.27.20 klo 04.30.00 ap.,21.169,48.156,,,,,,,
707,07.27.20 klo 05.00.00 ap.,21.169,48.181,,,,,,,
708,07.27.20 klo 05.30.00 ap.,21.254,48.230,,,,,,,
709,07.27.20 klo 06.00.00 ap.,21.254,48.254,,,,,,,
710,07.27.20 klo 06.30.00 ap.,21.211,48.278,,,,,,,
711,07.27.20 klo 07.00.00 ap.,21.211,48.352,,,,,,,
712,07.27.20 klo 07.30.00 ap.,21.297,48.327,,,,,,,
713,07.27.20 klo 08.00.00 ap.,21.297,48.400,,,,,,,
714,07.27.20 klo 08.30.00 ap.,21.254,48.425,,,,,,,
715,07.27.20 klo 09.00.00 ap.,21.297,48.425,,,,,,,
716,07.27.20 klo 09.30.00 ap.,21.297,48.474,,,,,,,
717,07.27.20 klo 10.00.00 ap.,21.297,48.547,,,,,,,
718,07.27.20 klo 10.30.00 ap.,21.297,48.523,,,,,,,
719,07.27.20 klo 11.00.00 ap.,21.254,48.547,,,,,,,
720,07.27.20 klo 11.30.00 ap.,21.297,48.620,,,,,,,
721,07.27.20 klo 12.00.00 ip.,21.297,48.669,,,,,,,
722,07.27.20 klo 12.30.00 ip.,21.297,48.596,,,,,,,
723,07.27.20 klo 01.00.00 ip.,21.297,48.669,,,,,,,
724,07.27.20 klo 01.30.00 ip.,21.297,48.718,,,,,,,
725,07.27.20 klo 02.00.00 ip.,21.254,48.669,,,,,,,
726,07.27.20 klo 02.30.00 ip.,21.297,48.669,,,,,,,
727,07.27.20 klo 03.00.00 ip.,21.297,48.669,,,,,,,
728,07.27.20 klo 03.30.00 ip.,21.297,48.620,,,,,,,
729,07.27.20 klo 04.00.00 ip.,21.297,48.669,,,,,,,
730,07.27.20 klo 04.30.00 ip.,21.297,48.620,,,,,,,
731,07.27.20 klo 05.00.00 ip.,21.297,48.620,,,,,,,
732,07.27.20 klo 05.30.00 ip.,21.254,48.596,,,,,,,
733,07.27.20 klo 06.00.00 ip.,21.297,48.645,,,,,,,
734,07.27.20 klo 06.30.00 ip.,21.297,48.571,,,,,,,
735,07.27.20 klo 07.00.00 ip.,21.297,48.596,,,,,,,
736,07.27.20 klo 07.30.00 ip.,21.340,48.547,,,,,,,
737,07.27.20 klo 08.00.00 ip.,21.340,48.523,,,,,,,
