"Plot Title:  20849250"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849250, SEN S/N: 20849250)","RH, % (LGR S/N: 20849250, SEN S/N: 20849250)","Coupler Detached (LGR S/N: 20849250)","End Of File (LGR S/N: 20849250)"
2036,09.28.20 klo 12.13.31 ap.,1.906,98.242,,
2037,09.28.20 klo 12.43.31 ap.,1.863,98.730,,
2038,09.28.20 klo 01.13.31 ap.,1.820,99.414,,
2039,09.28.20 klo 01.43.31 ap.,1.563,100.000,,
2040,09.28.20 klo 02.13.31 ap.,1.863,100.000,,
2041,09.28.20 klo 02.43.31 ap.,1.820,100.000,,
2042,09.28.20 klo 03.13.31 ap.,1.520,100.000,,
2043,09.28.20 klo 03.43.31 ap.,1.863,100.000,,
2044,09.28.20 klo 04.13.31 ap.,1.992,100.000,,
2045,09.28.20 klo 04.43.31 ap.,1.649,100.000,,
2046,09.28.20 klo 05.13.31 ap.,1.949,100.000,,
2047,09.28.20 klo 05.43.31 ap.,1.992,100.000,,
2048,09.28.20 klo 06.13.31 ap.,2.207,100.000,,
2049,09.28.20 klo 06.43.31 ap.,2.035,100.000,,
2050,09.28.20 klo 07.13.31 ap.,2.078,100.000,,
2051,09.28.20 klo 07.43.31 ap.,2.378,100.000,,
2052,09.28.20 klo 08.13.31 ap.,2.636,100.000,,
2053,09.28.20 klo 08.43.31 ap.,2.593,100.000,,
2054,09.28.20 klo 09.13.31 ap.,2.679,100.000,,
2055,09.28.20 klo 09.43.31 ap.,3.150,100.000,,
2056,09.28.20 klo 10.13.31 ap.,3.880,100.000,,
2057,09.28.20 klo 10.43.31 ap.,3.494,100.000,,
2058,09.28.20 klo 11.13.31 ap.,3.923,99.536,,
2059,09.28.20 klo 11.43.31 ap.,4.523,98.413,,
2060,09.28.20 klo 12.13.31 ip.,4.395,98.632,,
2061,09.28.20 klo 12.43.31 ip.,4.738,98.364,,
2062,09.28.20 klo 01.13.31 ip.,4.781,99.219,,
2063,09.28.20 klo 01.43.31 ip.,5.467,96.703,,
2064,09.28.20 klo 02.13.31 ip.,5.210,97.411,,
2065,09.28.20 klo 02.43.31 ip.,5.253,97.705,,
2066,09.28.20 klo 03.13.31 ip.,5.167,98.046,,
2067,09.28.20 klo 03.43.31 ip.,6.196,95.726,,
2068,09.28.20 klo 04.13.31 ip.,4.866,100.000,,
2069,09.28.20 klo 04.43.31 ip.,5.167,100.000,,
2070,09.28.20 klo 05.13.31 ip.,5.081,100.000,,
2071,09.28.20 klo 05.43.31 ip.,5.381,100.000,,
2072,09.28.20 klo 06.13.31 ip.,5.210,100.000,,
2073,09.28.20 klo 06.43.31 ip.,5.038,100.000,,
2074,09.28.20 klo 07.13.31 ip.,4.952,100.000,,
2075,09.28.20 klo 07.43.31 ip.,4.952,100.000,,
2076,09.28.20 klo 08.13.31 ip.,5.038,100.000,,
2077,09.28.20 klo 08.43.31 ip.,5.424,100.000,,
2078,09.28.20 klo 09.13.31 ip.,4.695,100.000,,
2079,09.28.20 klo 09.43.31 ip.,4.609,100.000,,
2080,09.28.20 klo 10.13.31 ip.,5.038,100.000,,
2081,09.28.20 klo 10.43.31 ip.,5.210,100.000,,
2082,09.28.20 klo 11.13.31 ip.,4.866,100.000,,
2083,09.28.20 klo 11.43.31 ip.,5.424,100.000,,
2084,09.29.20 klo 12.13.31 ap.,5.510,100.000,,
2085,09.29.20 klo 12.43.31 ap.,5.596,100.000,,
2086,09.29.20 klo 01.13.31 ap.,5.596,100.000,,
2087,09.29.20 klo 01.43.31 ap.,5.596,100.000,,
2088,09.29.20 klo 02.13.31 ap.,5.467,100.000,,
2089,09.29.20 klo 02.43.31 ap.,5.381,100.000,,
2090,09.29.20 klo 03.13.31 ap.,5.253,100.000,,
2091,09.29.20 klo 03.43.31 ap.,5.295,100.000,,
2092,09.29.20 klo 04.13.31 ap.,5.338,100.000,,
2093,09.29.20 klo 04.43.31 ap.,5.424,100.000,,
2094,09.29.20 klo 05.13.31 ap.,5.724,100.000,,
2095,09.29.20 klo 05.43.31 ap.,6.111,100.000,,
2096,09.29.20 klo 06.13.31 ap.,5.939,100.000,,
2097,09.29.20 klo 06.43.31 ap.,5.982,100.000,,
2098,09.29.20 klo 07.13.31 ap.,5.982,100.000,,
2099,09.29.20 klo 07.43.31 ap.,5.939,100.000,,
2100,09.29.20 klo 08.13.31 ap.,5.810,100.000,,
2101,09.29.20 klo 08.43.31 ap.,5.896,100.000,,
2102,09.29.20 klo 09.13.31 ap.,6.926,100.000,,
2103,09.29.20 klo 09.43.31 ap.,6.625,98.926,,
2104,09.29.20 klo 10.13.31 ap.,7.183,96.947,,
2105,09.29.20 klo 10.43.31 ap.,7.226,96.484,,
2106,09.29.20 klo 11.13.31 ap.,8.170,91.941,,
2107,09.29.20 klo 11.43.31 ap.,8.685,89.890,,
2108,09.29.20 klo 12.13.31 ip.,9.114,87.448,,
2109,09.29.20 klo 12.43.31 ip.,8.513,88.864,,
2110,09.29.20 klo 01.13.31 ip.,7.398,94.481,,
2111,09.29.20 klo 01.43.31 ip.,7.483,93.626,,
2112,09.29.20 klo 02.13.31 ip.,7.784,93.675,,
2113,09.29.20 klo 02.43.31 ip.,8.985,86.227,,
2114,09.29.20 klo 03.13.31 ip.,8.899,85.617,,
2115,09.29.20 klo 03.43.31 ip.,10.014,81.319,,
2116,09.29.20 klo 04.13.31 ip.,10.358,81.465,,
2117,09.29.20 klo 04.43.31 ip.,8.213,89.304,,
2118,09.29.20 klo 05.13.31 ip.,7.140,94.188,,
2119,09.29.20 klo 05.43.31 ip.,7.011,94.115,,
2120,09.29.20 klo 06.13.31 ip.,6.625,95.482,,
2121,09.29.20 klo 06.43.31 ip.,6.282,96.801,,
2122,09.29.20 klo 07.13.31 ip.,5.939,97.851,,
2123,09.29.20 klo 07.43.31 ip.,5.810,99.512,,
2124,09.29.20 klo 08.13.31 ip.,4.866,100.000,,
2125,09.29.20 klo 08.43.31 ip.,4.781,100.000,,
2126,09.29.20 klo 09.13.31 ip.,4.781,100.000,,
2127,09.29.20 klo 09.43.31 ip.,4.609,100.000,,
2128,09.29.20 klo 10.13.31 ip.,4.309,100.000,,
2129,09.29.20 klo 10.43.31 ip.,4.223,100.000,,
2130,09.29.20 klo 11.13.31 ip.,3.794,100.000,,
2131,09.29.20 klo 11.43.31 ip.,3.451,100.000,,
2132,09.30.20 klo 12.13.31 ap.,3.108,100.000,,
2133,09.30.20 klo 12.43.31 ap.,3.065,100.000,,
2134,09.30.20 klo 01.13.31 ap.,4.094,100.000,,
2135,09.30.20 klo 01.43.31 ap.,2.979,100.000,,
2136,09.30.20 klo 02.13.31 ap.,3.279,100.000,,
2137,09.30.20 klo 02.43.31 ap.,3.665,100.000,,
2138,09.30.20 klo 03.13.31 ap.,4.094,100.000,,
2139,09.30.20 klo 03.43.31 ap.,4.352,100.000,,
2140,09.30.20 klo 04.13.31 ap.,4.566,100.000,,
2141,09.30.20 klo 04.43.31 ap.,4.738,100.000,,
2142,09.30.20 klo 05.13.31 ap.,4.866,100.000,,
2143,09.30.20 klo 05.43.31 ap.,4.866,100.000,,
2144,09.30.20 klo 06.13.31 ap.,5.081,100.000,,
2145,09.30.20 klo 06.43.31 ap.,5.210,100.000,,
2146,09.30.20 klo 07.13.31 ap.,5.338,100.000,,
2147,09.30.20 klo 07.43.31 ap.,5.167,100.000,,
2148,09.30.20 klo 08.13.31 ap.,5.467,100.000,,
2149,09.30.20 klo 08.43.31 ap.,5.553,100.000,,
2150,09.30.20 klo 09.13.31 ap.,5.596,100.000,,
2151,09.30.20 klo 09.43.31 ap.,5.767,100.000,,
2152,09.30.20 klo 10.13.31 ap.,5.853,100.000,,
2153,09.30.20 klo 10.43.31 ap.,5.853,100.000,,
2154,09.30.20 klo 11.13.31 ap.,5.896,100.000,,
2155,09.30.20 klo 11.43.31 ap.,5.939,100.000,,
2156,09.30.20 klo 12.13.31 ip.,6.540,100.000,,
2157,09.30.20 klo 12.43.31 ip.,6.582,100.000,,
2158,09.30.20 klo 01.13.31 ip.,6.497,100.000,,
2159,09.30.20 klo 01.43.31 ip.,6.454,100.000,,
2160,09.30.20 klo 02.13.31 ip.,7.097,100.000,,
2161,09.30.20 klo 02.43.31 ip.,7.355,100.000,,
2162,09.30.20 klo 03.13.31 ip.,6.883,100.000,,
2163,09.30.20 klo 03.43.31 ip.,7.183,100.000,,
2164,09.30.20 klo 04.13.31 ip.,7.097,100.000,,
2165,09.30.20 klo 04.43.31 ip.,6.883,100.000,,
2166,09.30.20 klo 05.13.31 ip.,6.926,100.000,,
2167,09.30.20 klo 05.43.31 ip.,7.097,100.000,,
2168,09.30.20 klo 06.13.31 ip.,6.969,100.000,,
2169,09.30.20 klo 06.43.31 ip.,6.969,100.000,,
2170,09.30.20 klo 07.13.31 ip.,6.926,100.000,,
2171,09.30.20 klo 07.43.31 ip.,7.011,100.000,,
2172,09.30.20 klo 08.13.31 ip.,7.140,100.000,,
2173,09.30.20 klo 08.43.31 ip.,7.140,100.000,,
2174,09.30.20 klo 09.13.31 ip.,7.312,100.000,,
2175,09.30.20 klo 09.43.31 ip.,7.183,100.000,,
2176,09.30.20 klo 10.13.31 ip.,7.011,100.000,,
2177,09.30.20 klo 10.43.31 ip.,7.140,100.000,,
2178,09.30.20 klo 11.13.31 ip.,7.054,99.658,,
2179,09.30.20 klo 11.43.31 ip.,6.883,99.365,,
2180,10.01.20 klo 12.13.31 ap.,6.111,100.000,,
2181,10.01.20 klo 12.43.31 ap.,4.437,100.000,,
2182,10.01.20 klo 01.13.31 ap.,4.738,100.000,,
2183,10.01.20 klo 01.43.31 ap.,4.652,100.000,,
2184,10.01.20 klo 02.13.31 ap.,4.266,100.000,,
2185,10.01.20 klo 02.43.31 ap.,4.609,100.000,,
2186,10.01.20 klo 03.13.31 ap.,5.467,100.000,,
2187,10.01.20 klo 03.43.31 ap.,4.738,100.000,,
2188,10.01.20 klo 04.13.31 ap.,3.622,100.000,,
2189,10.01.20 klo 04.43.31 ap.,5.982,100.000,,
2190,10.01.20 klo 05.13.31 ap.,5.124,100.000,,
2191,10.01.20 klo 05.43.31 ap.,5.124,100.000,,
2192,10.01.20 klo 06.13.31 ap.,5.167,100.000,,
2193,10.01.20 klo 06.43.31 ap.,5.124,100.000,,
2194,10.01.20 klo 07.13.31 ap.,5.081,100.000,,
2195,10.01.20 klo 07.43.31 ap.,5.081,100.000,,
2196,10.01.20 klo 08.13.31 ap.,5.338,100.000,,
2197,10.01.20 klo 08.43.31 ap.,5.682,100.000,,
2198,10.01.20 klo 09.13.31 ap.,5.982,100.000,,
2199,10.01.20 klo 09.43.31 ap.,6.454,100.000,,
2200,10.01.20 klo 10.13.31 ap.,7.355,99.585,,
2201,10.01.20 klo 10.43.31 ap.,7.483,98.510,,
2202,10.01.20 klo 11.13.31 ap.,8.041,97.534,,
2203,10.01.20 klo 11.43.31 ap.,7.741,97.778,,
2204,10.01.20 klo 12.13.31 ip.,8.213,95.800,,
2205,10.01.20 klo 12.43.31 ip.,8.470,94.432,,
2206,10.01.20 klo 01.13.31 ip.,8.685,92.821,,
2207,10.01.20 klo 01.43.31 ip.,9.114,92.503,,
2208,10.01.20 klo 02.13.31 ip.,9.028,91.697,,
2209,10.01.20 klo 02.43.31 ip.,9.199,91.355,,
2210,10.01.20 klo 03.13.31 ip.,9.628,90.037,,
2211,10.01.20 klo 03.43.31 ip.,9.457,90.842,,
2212,10.01.20 klo 04.13.31 ip.,9.500,89.304,,
2213,10.01.20 klo 04.43.31 ip.,9.242,91.526,,
2214,10.01.20 klo 05.13.31 ip.,9.028,93.675,,
2215,10.01.20 klo 05.43.31 ip.,8.813,92.674,,
2216,10.01.20 klo 06.13.31 ip.,8.127,95.824,,
2217,10.01.20 klo 06.43.31 ip.,8.127,94.261,,
2218,10.01.20 klo 07.13.31 ip.,7.440,96.581,,
2219,10.01.20 klo 07.43.31 ip.,7.827,93.162,,
2220,10.01.20 klo 08.13.31 ip.,7.312,94.799,,
2221,10.01.20 klo 08.43.31 ip.,7.698,93.333,,
2222,10.01.20 klo 09.13.31 ip.,7.398,94.335,,
2223,10.01.20 klo 09.43.31 ip.,7.440,95.287,,
2224,10.01.20 klo 10.13.31 ip.,7.269,96.020,,
2225,10.01.20 klo 10.43.31 ip.,7.827,94.212,,
2226,10.01.20 klo 11.13.31 ip.,7.398,96.557,,
2227,10.01.20 klo 11.43.31 ip.,7.355,95.922,,
2228,10.02.20 klo 12.13.31 ap.,7.440,93.309,,
2229,10.02.20 klo 12.43.31 ap.,7.226,95.678,,
2230,10.02.20 klo 01.13.31 ap.,7.011,96.972,,
2231,10.02.20 klo 01.43.31 ap.,6.582,99.389,,
2232,10.02.20 klo 02.13.31 ap.,6.497,100.000,,
2233,10.02.20 klo 02.43.31 ap.,6.325,100.000,,
2234,10.02.20 klo 03.13.31 ap.,6.282,100.000,,
2235,10.02.20 klo 03.43.31 ap.,6.325,100.000,,
2236,10.02.20 klo 04.13.31 ap.,6.111,100.000,,
2237,10.02.20 klo 04.43.31 ap.,5.424,100.000,,
2238,10.02.20 klo 05.13.31 ap.,5.124,100.000,,
2239,10.02.20 klo 05.43.31 ap.,5.253,100.000,,
2240,10.02.20 klo 06.13.31 ap.,5.682,100.000,,
2241,10.02.20 klo 06.43.31 ap.,6.111,100.000,,
2242,10.02.20 klo 07.13.31 ap.,6.411,100.000,,
2243,10.02.20 klo 07.43.31 ap.,6.754,100.000,,
2244,10.02.20 klo 08.13.31 ap.,7.054,98.266,,
2245,10.02.20 klo 08.43.31 ap.,7.140,97.998,,
2246,10.02.20 klo 09.13.31 ap.,7.183,97.998,,
2247,10.02.20 klo 09.43.31 ap.,7.312,97.973,,
2248,10.02.20 klo 10.13.31 ap.,7.312,98.266,,
2249,10.02.20 klo 10.43.31 ap.,7.440,99.487,,
2250,10.02.20 klo 11.13.31 ap.,7.440,100.000,,
2251,10.02.20 klo 11.43.31 ap.,7.355,100.000,,
2252,10.02.20 klo 12.13.31 ip.,7.269,100.000,,
2253,10.02.20 klo 12.43.31 ip.,7.440,100.000,,
2254,10.02.20 klo 01.13.31 ip.,7.483,100.000,,
2255,10.02.20 klo 01.43.31 ip.,7.569,100.000,,
2256,10.02.20 klo 02.13.31 ip.,7.912,99.731,,
2257,10.02.20 klo 02.43.31 ip.,8.041,98.364,,
2258,10.02.20 klo 03.13.31 ip.,8.041,98.193,,
2259,10.02.20 klo 03.43.31 ip.,8.041,97.753,,
2260,10.02.20 klo 04.13.31 ip.,8.127,96.484,,
2261,10.02.20 klo 04.43.31 ip.,7.869,97.949,,
2262,10.02.20 klo 05.13.31 ip.,8.084,95.336,,
2263,10.02.20 klo 05.43.31 ip.,7.784,96.459,,
2264,10.02.20 klo 06.13.31 ip.,7.827,95.018,,
2265,10.02.20 klo 06.43.31 ip.,7.526,96.093,,
2266,10.02.20 klo 07.13.31 ip.,7.398,95.653,,
2267,10.02.20 klo 07.43.31 ip.,7.011,97.656,,
2268,10.02.20 klo 08.13.31 ip.,6.754,96.947,,
2269,10.02.20 klo 08.43.31 ip.,6.668,98.022,,
2270,10.02.20 klo 09.13.31 ip.,6.625,97.118,,
2271,10.02.20 klo 09.43.31 ip.,6.625,96.117,,
2272,10.02.20 klo 10.13.31 ip.,6.411,96.288,,
2273,10.02.20 klo 10.43.31 ip.,6.368,95.946,,
2274,10.02.20 klo 11.13.31 ip.,6.325,94.994,,
2275,10.02.20 klo 11.43.31 ip.,5.682,98.168,,
2276,10.03.20 klo 12.13.31 ap.,5.810,95.995,,
2277,10.03.20 klo 12.43.31 ap.,5.767,95.824,,
2278,10.03.20 klo 01.13.31 ap.,5.982,94.286,,
2279,10.03.20 klo 01.43.31 ap.,5.510,94.652,,
2280,10.03.20 klo 02.13.31 ap.,5.682,95.360,,
2281,10.03.20 klo 02.43.31 ap.,5.510,95.018,,
2282,10.03.20 klo 03.13.31 ap.,5.510,94.896,,
2283,10.03.20 klo 03.43.31 ap.,5.038,95.482,,
2284,10.03.20 klo 04.13.31 ap.,5.253,95.946,,
2285,10.03.20 klo 04.43.31 ap.,5.724,96.288,,
2286,10.03.20 klo 05.13.31 ap.,5.510,99.683,,
2287,10.03.20 klo 05.43.31 ap.,5.682,100.000,,
2288,10.03.20 klo 06.13.31 ap.,5.767,100.000,,
2289,10.03.20 klo 06.43.31 ap.,5.810,100.000,,
2290,10.03.20 klo 07.13.31 ap.,5.939,100.000,,
2291,10.03.20 klo 07.43.31 ap.,5.896,100.000,,
2292,10.03.20 klo 08.13.31 ap.,5.810,100.000,,
2293,10.03.20 klo 08.43.31 ap.,5.810,100.000,,
2294,10.03.20 klo 09.13.31 ap.,5.939,99.902,,
2295,10.03.20 klo 09.43.31 ap.,6.025,99.072,,
2296,10.03.20 klo 10.13.31 ap.,6.196,97.973,,
2297,10.03.20 klo 10.43.31 ap.,6.411,95.800,,
2298,10.03.20 klo 11.13.31 ap.,6.196,97.436,,
2299,10.03.20 klo 11.43.31 ap.,6.411,95.775,,
2300,10.03.20 klo 12.13.31 ip.,6.282,96.923,,
2301,10.03.20 klo 12.43.31 ip.,6.411,95.507,,
2302,10.03.20 klo 01.13.31 ip.,6.582,94.799,,
2303,10.03.20 klo 01.43.31 ip.,6.368,94.652,,
2304,10.03.20 klo 02.13.31 ip.,6.282,96.532,,
2305,10.03.20 klo 02.43.31 ip.,6.540,95.409,,
2306,10.03.20 klo 03.13.31 ip.,6.840,95.238,,
2307,10.03.20 klo 03.43.31 ip.,7.526,92.503,,
2308,10.03.20 klo 04.13.31 ip.,7.054,93.822,,
2309,10.03.20 klo 04.43.31 ip.,6.582,95.336,,
2310,10.03.20 klo 05.13.31 ip.,6.411,92.991,,
2311,10.03.20 klo 05.43.31 ip.,6.153,95.116,,
2312,10.03.20 klo 06.13.31 ip.,5.982,94.188,,
2313,10.03.20 klo 06.43.31 ip.,5.810,93.553,,
2314,10.03.20 klo 07.13.31 ip.,5.853,92.943,,
2315,10.03.20 klo 07.43.31 ip.,6.025,92.137,,
2316,10.03.20 klo 08.13.31 ip.,5.810,94.115,,
2317,10.03.20 klo 08.43.31 ip.,5.896,94.042,,
2318,10.03.20 klo 09.13.31 ip.,5.896,94.579,,
2319,10.03.20 klo 09.43.31 ip.,5.853,96.288,,
2320,10.03.20 klo 10.13.31 ip.,5.767,96.850,,
2321,10.03.20 klo 10.43.31 ip.,5.767,96.117,,
2322,10.03.20 klo 11.13.31 ip.,5.639,96.996,,
2323,10.03.20 klo 11.43.31 ip.,5.639,96.899,,
2324,10.04.20 klo 12.13.31 ap.,5.424,96.435,,
2325,10.04.20 klo 12.43.31 ap.,5.253,95.336,,
2326,10.04.20 klo 01.13.31 ap.,5.253,96.117,,
2327,10.04.20 klo 01.43.31 ap.,4.952,96.484,,
2328,10.04.20 klo 02.13.31 ap.,4.824,96.728,,
2329,10.04.20 klo 02.43.31 ap.,4.738,97.582,,
2330,10.04.20 klo 03.13.31 ap.,4.609,96.947,,
2331,10.04.20 klo 03.43.31 ap.,4.566,97.167,,
2332,10.04.20 klo 04.13.31 ap.,4.652,96.825,,
2333,10.04.20 klo 04.43.31 ap.,4.566,97.680,,
2334,10.04.20 klo 05.13.31 ap.,4.566,97.411,,
2335,10.04.20 klo 05.43.31 ap.,4.395,98.364,,
2336,10.04.20 klo 06.13.31 ap.,4.094,98.559,,
2337,10.04.20 klo 06.43.31 ap.,4.266,98.413,,
2338,10.04.20 klo 07.13.31 ap.,4.137,98.217,,
2339,10.04.20 klo 07.43.31 ap.,4.008,98.779,,
2340,10.04.20 klo 08.13.31 ap.,4.266,97.241,,
2341,10.04.20 klo 08.43.31 ap.,4.266,97.363,,
2342,10.04.20 klo 09.13.31 ap.,4.395,97.875,,
2343,10.04.20 klo 09.43.31 ap.,4.523,98.168,,
2344,10.04.20 klo 10.13.31 ap.,5.038,97.363,,
2345,10.04.20 klo 10.43.31 ap.,5.124,97.778,,
2346,10.04.20 klo 11.13.31 ap.,5.210,97.289,,
2347,10.04.20 klo 11.43.31 ap.,5.467,95.873,,
2348,10.04.20 klo 12.13.31 ip.,6.025,93.895,,
2349,10.04.20 klo 12.43.31 ip.,6.625,91.282,,
2350,10.04.20 klo 01.13.31 ip.,7.054,89.670,,
2351,10.04.20 klo 01.43.31 ip.,6.497,92.357,,
2352,10.04.20 klo 02.13.31 ip.,6.625,92.405,,
2353,10.04.20 klo 02.43.31 ip.,6.668,93.284,,
2354,10.04.20 klo 03.13.31 ip.,6.411,92.894,,
2355,10.04.20 klo 03.43.31 ip.,6.368,93.431,,
2356,10.04.20 klo 04.13.31 ip.,6.582,92.821,,
2357,10.04.20 klo 04.43.31 ip.,7.569,88.474,,
2358,10.04.20 klo 05.13.31 ip.,7.440,87.961,,
2359,10.04.20 klo 05.43.31 ip.,5.767,94.383,,
2360,10.04.20 klo 06.13.31 ip.,4.480,97.241,,
2361,10.04.20 klo 06.43.31 ip.,4.352,100.000,,
2362,10.04.20 klo 07.13.31 ip.,3.537,100.000,,
2363,10.04.20 klo 07.43.31 ip.,3.537,100.000,,
2364,10.04.20 klo 08.13.31 ip.,3.880,100.000,,
2365,10.04.20 klo 08.43.31 ip.,3.665,100.000,,
2366,10.04.20 klo 09.13.31 ip.,3.451,100.000,,
2367,10.04.20 klo 09.43.31 ip.,3.193,100.000,,
2368,10.04.20 klo 10.13.31 ip.,3.065,100.000,,
2369,10.04.20 klo 10.43.31 ip.,2.936,100.000,,
2370,10.04.20 klo 11.13.31 ip.,2.721,100.000,,
2371,10.04.20 klo 11.43.31 ip.,2.764,100.000,,
2372,10.05.20 klo 12.13.31 ap.,2.721,100.000,,
2373,10.05.20 klo 12.43.31 ap.,2.593,100.000,,
2374,10.05.20 klo 01.13.31 ap.,2.636,100.000,,
2375,10.05.20 klo 01.43.31 ap.,2.721,100.000,,
2376,10.05.20 klo 02.13.31 ap.,2.764,100.000,,
2377,10.05.20 klo 02.43.31 ap.,2.807,100.000,,
2378,10.05.20 klo 03.13.31 ap.,2.721,100.000,,
2379,10.05.20 klo 03.43.31 ap.,2.593,100.000,,
2380,10.05.20 klo 04.13.31 ap.,2.378,100.000,,
2381,10.05.20 klo 04.43.31 ap.,2.679,100.000,,
2382,10.05.20 klo 05.13.31 ap.,2.679,100.000,,
2383,10.05.20 klo 05.43.31 ap.,2.979,100.000,,
2384,10.05.20 klo 06.13.31 ap.,2.850,100.000,,
2385,10.05.20 klo 06.43.31 ap.,2.636,100.000,,
2386,10.05.20 klo 07.13.31 ap.,2.378,100.000,,
2387,10.05.20 klo 07.43.31 ap.,2.078,100.000,,
2388,10.05.20 klo 08.13.31 ap.,1.906,100.000,,
2389,10.05.20 klo 08.43.31 ap.,1.949,100.000,,
2390,10.05.20 klo 09.13.31 ap.,1.820,100.000,,
2391,10.05.20 klo 09.43.31 ap.,1.735,100.000,,
2392,10.05.20 klo 10.13.31 ap.,1.906,100.000,,
2393,10.05.20 klo 10.43.31 ap.,1.949,100.000,,
2394,10.05.20 klo 11.13.31 ap.,2.078,100.000,,
2395,10.05.20 klo 11.43.31 ap.,2.121,100.000,,
2396,10.05.20 klo 12.13.31 ip.,2.249,100.000,,
2397,10.05.20 klo 12.43.31 ip.,2.421,100.000,,
2398,10.05.20 klo 01.13.31 ip.,2.636,100.000,,
2399,10.05.20 klo 01.43.31 ip.,3.279,100.000,,
2400,10.05.20 klo 02.13.31 ip.,3.065,100.000,,
2401,10.05.20 klo 02.43.31 ip.,3.794,100.000,,
2402,10.05.20 klo 03.13.31 ip.,3.923,98.779,,
2403,10.05.20 klo 03.43.31 ip.,4.566,99.463,,
2404,10.05.20 klo 04.13.31 ip.,4.223,98.999,,
2405,10.05.20 klo 04.43.31 ip.,3.665,100.000,,
2406,10.05.20 klo 05.13.31 ip.,3.322,99.634,,
2407,10.05.20 klo 05.43.31 ip.,2.464,100.000,,
2408,10.05.20 klo 06.13.31 ip.,1.992,100.000,,
2409,10.05.20 klo 06.43.31 ip.,2.378,100.000,,
2410,10.05.20 klo 07.13.31 ip.,2.035,100.000,,
2411,10.05.20 klo 07.43.31 ip.,1.906,100.000,,
2412,10.05.20 klo 08.13.31 ip.,1.906,100.000,,
2413,10.05.20 klo 08.43.31 ip.,1.992,100.000,,
2414,10.05.20 klo 09.13.31 ip.,1.949,100.000,,
2415,10.05.20 klo 09.43.31 ip.,1.863,100.000,,
2416,10.05.20 klo 10.13.31 ip.,1.778,100.000,,
2417,10.05.20 klo 10.43.31 ip.,1.949,100.000,,
2418,10.05.20 klo 11.13.31 ip.,1.563,100.000,,
2419,10.05.20 klo 11.43.31 ip.,1.778,100.000,,
2420,10.06.20 klo 12.13.31 ap.,1.692,100.000,,
2421,10.06.20 klo 12.43.31 ap.,1.949,100.000,,
2422,10.06.20 klo 01.13.31 ap.,2.249,100.000,,
2423,10.06.20 klo 01.43.31 ap.,1.606,100.000,,
2424,10.06.20 klo 02.13.31 ap.,1.949,100.000,,
2425,10.06.20 klo 02.43.31 ap.,1.906,100.000,,
2426,10.06.20 klo 03.13.31 ap.,1.520,100.000,,
2427,10.06.20 klo 03.43.31 ap.,1.606,100.000,,
2428,10.06.20 klo 04.13.31 ap.,1.520,100.000,,
2429,10.06.20 klo 04.43.31 ap.,1.477,100.000,,
2430,10.06.20 klo 05.13.31 ap.,1.434,100.000,,
2431,10.06.20 klo 05.43.31 ap.,0.920,100.000,,
2432,10.06.20 klo 06.13.31 ap.,0.791,100.000,,
2433,10.06.20 klo 06.43.31 ap.,0.705,100.000,,
2434,10.06.20 klo 07.13.31 ap.,0.834,100.000,,
2435,10.06.20 klo 07.43.31 ap.,1.563,100.000,,
2436,10.06.20 klo 08.13.31 ap.,1.048,100.000,,
2437,10.06.20 klo 08.43.31 ap.,1.263,100.000,,
2438,10.06.20 klo 09.13.31 ap.,1.263,100.000,,
2439,10.06.20 klo 09.43.31 ap.,1.477,100.000,,
2440,10.06.20 klo 10.13.31 ap.,1.863,100.000,,
2441,10.06.20 klo 10.43.31 ap.,1.949,100.000,,
2442,10.06.20 klo 11.13.31 ap.,1.863,100.000,,
2443,10.06.20 klo 11.43.31 ap.,2.078,100.000,,
2444,10.06.20 klo 12.13.31 ip.,2.207,100.000,,
2445,10.06.20 klo 12.43.31 ip.,2.550,100.000,,
2446,10.06.20 klo 01.13.31 ip.,2.721,100.000,,
2447,10.06.20 klo 01.43.31 ip.,2.936,100.000,,
2448,10.06.20 klo 02.13.31 ip.,3.494,100.000,,
2449,10.06.20 klo 02.43.31 ip.,3.837,100.000,,
2450,10.06.20 klo 03.13.31 ip.,3.966,100.000,,
2451,10.06.20 klo 03.43.31 ip.,3.837,100.000,,
2452,10.06.20 klo 04.13.31 ip.,4.008,100.000,,
2453,10.06.20 klo 04.43.31 ip.,3.966,100.000,,
2454,10.06.20 klo 05.13.31 ip.,4.008,100.000,,
2455,10.06.20 klo 05.43.31 ip.,3.923,100.000,,
2456,10.06.20 klo 06.13.31 ip.,3.966,100.000,,
2457,10.06.20 klo 06.43.31 ip.,4.008,100.000,,
2458,10.06.20 klo 07.13.31 ip.,4.094,100.000,,
2459,10.06.20 klo 07.43.31 ip.,4.137,100.000,,
2460,10.06.20 klo 08.13.31 ip.,4.094,100.000,,
2461,10.06.20 klo 08.43.31 ip.,4.094,100.000,,
2462,10.06.20 klo 09.13.31 ip.,4.094,100.000,,
2463,10.06.20 klo 09.43.31 ip.,4.051,100.000,,
2464,10.06.20 klo 10.13.31 ip.,4.051,100.000,,
2465,10.06.20 klo 10.43.31 ip.,4.051,100.000,,
2466,10.06.20 klo 11.13.31 ip.,4.137,100.000,,
2467,10.06.20 klo 11.43.31 ip.,4.180,100.000,,
2468,10.07.20 klo 12.13.31 ap.,4.266,100.000,,
