"Plot Title:  20849239"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849239, SEN S/N: 20849239)","RH, % (LGR S/N: 20849239, SEN S/N: 20849239)","Coupler Detached (LGR S/N: 20849239)","Bad Battery (LGR S/N: 20849239)","Coupler Attached (LGR S/N: 20849239)","Host Connected (LGR S/N: 20849239)","Stopped (LGR S/N: 20849239)","End Of File (LGR S/N: 20849239)"
12495,05.03.21 klo 10.03.22 ip.,22.112,41.490,,,,,,
12496,05.03.21 klo 10.33.22 ip.,21.812,42.564,,,,,,
12497,05.03.21 klo 11.03.22 ip.,20.611,44.469,,,,,,
12498,05.03.21 klo 11.33.22 ip.,19.882,44.957,,,,,,
12499,05.04.21 klo 12.03.22 ap.,19.796,46.007,,,,,,
12500,05.04.21 klo 12.33.22 ap.,19.324,41.294,,,,,,
12501,05.04.21 klo 01.03.22 ap.,20.311,34.359,,,,,,
12502,05.04.21 klo 01.33.22 ap.,18.080,42.613,,,,,,
12503,05.04.21 klo 02.03.22 ap.,16.750,50.305,,,,,,
12504,05.04.21 klo 02.33.22 ap.,15.463,59.438,,,,,,
12505,05.04.21 klo 03.03.22 ap.,15.120,59.341,,,,,,
12506,05.04.21 klo 03.33.22 ap.,13.575,66.496,,,,,,
12507,05.04.21 klo 04.03.22 ap.,13.790,64.029,,,,,,
12508,05.04.21 klo 04.33.22 ap.,13.103,65.519,,,,,,
12509,05.04.21 klo 05.03.22 ap.,13.060,66.935,,,,,,
12510,05.04.21 klo 05.33.22 ap.,11.988,71.160,,,,,,
12511,05.04.21 klo 06.03.22 ap.,12.288,68.474,,,,,,
12512,05.04.21 klo 06.33.22 ap.,12.503,65.397,,,,,,
12513,05.04.21 klo 07.03.22 ap.,11.645,68.596,,,,,,
12514,05.04.21 klo 07.33.22 ap.,11.730,68.645,,,,,,
12515,05.04.21 klo 08.03.22 ap.,10.100,74.603,,,,,,
12516,05.04.21 klo 08.33.22 ap.,9.757,75.873,,,,,,
12517,05.04.21 klo 09.03.22 ap.,10.057,74.945,,,,,,
12518,05.04.21 klo 09.33.22 ap.,10.744,72.601,,,,,,
12519,05.04.21 klo 10.03.22 ap.,9.886,75.629,,,,,,
12520,05.04.21 klo 10.33.22 ap.,11.173,71.184,,,,,,
12521,05.04.21 klo 11.03.22 ap.,11.301,71.526,,,,,,
12522,05.04.21 klo 11.33.22 ap.,11.773,71.306,,,,,,
12523,05.04.21 klo 12.03.22 ip.,12.546,69.841,,,,,,
12524,05.04.21 klo 12.33.22 ip.,12.846,69.255,,,,,,
12525,05.04.21 klo 01.03.22 ip.,14.004,64.786,,,,,,
12526,05.04.21 klo 01.33.22 ip.,15.720,59.609,,,,,,
12527,05.04.21 klo 02.03.22 ip.,14.948,63.541,,,,,,
12528,05.04.21 klo 02.33.22 ip.,16.063,61.490,,,,,,
12529,05.04.21 klo 03.03.22 ip.,16.235,60.952,,,,,,
12530,05.04.21 klo 03.33.22 ip.,17.779,52.381,,,,,,
12531,05.04.21 klo 04.03.22 ip.,18.080,45.397,,,,,,
12532,05.04.21 klo 04.33.22 ip.,18.852,43.248,,,,,,
12533,05.04.21 klo 05.03.22 ip.,21.426,40.488,,,,,,
12534,05.04.21 klo 05.33.22 ip.,19.453,45.348,,,,,,
12535,05.04.21 klo 06.03.22 ip.,20.139,44.493,,,,,,
12536,05.04.21 klo 06.33.22 ip.,20.740,39.414,,,,,,
12537,05.04.21 klo 07.03.22 ip.,20.611,38.339,,,,,,
12538,05.04.21 klo 07.33.22 ip.,20.782,37.607,,,,,,
12539,05.04.21 klo 08.03.22 ip.,21.726,37.875,,,,,,
12540,05.04.21 klo 08.33.22 ip.,21.769,37.631,,,,,,
12541,05.04.21 klo 09.03.22 ip.,21.640,39.365,,,,,,
12542,05.04.21 klo 09.33.22 ip.,22.885,37.851,,,,,,
12543,05.04.21 klo 10.03.22 ip.,22.327,40.830,,,,,,
12544,05.04.21 klo 10.33.22 ip.,21.941,40.366,,,,,,
12545,05.04.21 klo 11.03.22 ip.,18.166,47.131,,,,,,
12546,05.04.21 klo 11.33.22 ip.,18.123,49.670,,,,,,
12547,05.05.21 klo 12.03.22 ap.,17.179,50.232,,,,,,
12548,05.05.21 klo 12.33.22 ap.,18.166,49.988,,,,,,
12549,05.05.21 klo 01.03.22 ap.,16.964,53.358,,,,,,
12550,05.05.21 klo 01.33.22 ap.,16.535,52.698,,,,,,
12551,05.05.21 klo 02.03.22 ap.,15.849,58.926,,,,,,
12552,05.05.21 klo 02.33.22 ap.,14.562,68.767,,,,,,
12553,05.05.21 klo 03.03.22 ap.,14.433,71.673,,,,,,
12554,05.05.21 klo 03.33.22 ap.,13.103,81.832,,,,,,
12555,05.05.21 klo 04.03.22 ap.,12.889,85.055,,,,,,
12556,05.05.21 klo 04.33.22 ap.,12.588,86.129,,,,,,
12557,05.05.21 klo 05.03.22 ap.,12.417,87.448,,,,,,
12558,05.05.21 klo 05.33.22 ap.,12.159,89.988,,,,,,
12559,05.05.21 klo 06.03.22 ap.,11.387,94.310,,,,,,
12560,05.05.21 klo 06.33.22 ap.,11.130,95.971,,,,,,
12561,05.05.21 klo 07.03.22 ap.,11.001,95.653,,,,,,
12562,05.05.21 klo 07.33.22 ap.,11.044,93.040,,,,,,
12563,05.05.21 klo 08.03.22 ap.,11.087,92.039,,,,,,
12564,05.05.21 klo 08.33.22 ap.,11.001,90.940,,,,,,
12565,05.05.21 klo 09.03.22 ap.,10.958,89.963,,,,,,
12566,05.05.21 klo 09.33.22 ap.,10.872,92.112,,,,,,
12567,05.05.21 klo 10.03.22 ap.,10.872,91.404,,,,,,
12568,05.05.21 klo 10.33.22 ap.,10.572,94.579,,,,,,
12569,05.05.21 klo 11.03.22 ap.,10.529,95.800,,,,,,
12570,05.05.21 klo 11.33.22 ap.,10.658,96.190,,,,,,
12571,05.05.21 klo 12.03.22 ip.,10.701,96.654,,,,,,
12572,05.05.21 klo 12.33.22 ip.,10.787,97.436,,,,,,
12573,05.05.21 klo 01.03.22 ip.,10.830,97.509,,,,,,
12574,05.05.21 klo 01.33.22 ip.,10.915,97.631,,,,,,
12575,05.05.21 klo 02.03.22 ip.,10.830,97.949,,,,,,
12576,05.05.21 klo 02.33.22 ip.,10.787,98.437,,,,,,
12577,05.05.21 klo 03.03.22 ip.,10.872,98.413,,,,,,
12578,05.05.21 klo 03.33.22 ip.,10.830,98.559,,,,,,
12579,05.05.21 klo 04.03.22 ip.,11.044,98.388,,,,,,
12580,05.05.21 klo 04.33.22 ip.,11.087,98.706,,,,,,
12581,05.05.21 klo 05.03.22 ip.,11.301,98.706,,,,,,
12582,05.05.21 klo 05.33.22 ip.,11.387,98.535,,,,,,
12583,05.05.21 klo 06.03.22 ip.,11.516,98.168,,,,,,
12584,05.05.21 klo 06.33.22 ip.,11.645,98.388,,,,,,
12585,05.05.21 klo 07.03.22 ip.,11.602,98.510,,,,,,
12586,05.05.21 klo 07.33.22 ip.,11.730,99.121,,,,,,
12587,05.05.21 klo 08.03.22 ip.,11.945,98.779,,,,,,
12588,05.05.21 klo 08.33.22 ip.,11.945,98.242,,,,,,
12589,05.05.21 klo 09.03.22 ip.,12.117,98.120,,,,,,
12590,05.05.21 klo 09.33.22 ip.,12.117,98.193,,,,,,
12591,05.05.21 klo 10.03.22 ip.,12.245,97.802,,,,,,
12592,05.05.21 klo 10.33.22 ip.,12.074,98.144,,,,,,
12593,05.05.21 klo 11.03.22 ip.,12.588,97.265,,,,,,
12594,05.05.21 klo 11.33.22 ip.,12.546,97.143,,,,,,
12595,05.06.21 klo 12.03.22 ap.,12.245,97.753,,,,,,
12596,05.06.21 klo 12.33.22 ap.,11.988,98.242,,,,,,
12597,05.06.21 klo 01.03.22 ap.,11.859,98.730,,,,,,
12598,05.06.21 klo 01.33.22 ap.,11.688,98.852,,,,,,
12599,05.06.21 klo 02.03.22 ap.,11.645,99.023,,,,,,
12600,05.06.21 klo 02.33.22 ap.,11.602,99.438,,,,,,
12601,05.06.21 klo 03.03.22 ap.,11.559,99.536,,,,,,
12602,05.06.21 klo 03.33.22 ap.,11.516,99.780,,,,,,
12603,05.06.21 klo 04.03.22 ap.,11.559,99.951,,,,,,
12604,05.06.21 klo 04.33.22 ap.,11.516,100.000,,,,,,
12605,05.06.21 klo 05.03.22 ap.,11.516,100.000,,,,,,
12606,05.06.21 klo 05.33.22 ap.,11.516,99.902,,,,,,
12607,05.06.21 klo 06.03.22 ap.,11.430,99.853,,,,,,
12608,05.06.21 klo 06.33.22 ap.,11.430,100.000,,,,,,
12609,05.06.21 klo 07.03.22 ap.,11.387,100.000,,,,,,
12610,05.06.21 klo 07.33.22 ap.,11.344,99.976,,,,,,
12611,05.06.21 klo 08.03.22 ap.,11.259,99.951,,,,,,
12612,05.06.21 klo 08.33.22 ap.,11.216,100.000,,,,,,
12613,05.06.21 klo 09.03.22 ap.,11.130,100.000,,,,,,
12614,05.06.21 klo 09.33.22 ap.,11.173,100.000,,,,,,
12615,05.06.21 klo 10.03.22 ap.,11.301,100.000,,,,,,
12616,05.06.21 klo 10.33.22 ap.,11.301,99.951,,,,,,
12617,05.06.21 klo 11.03.22 ap.,11.301,100.000,,,,,,
12618,05.06.21 klo 11.33.22 ap.,11.344,100.000,,,,,,
12619,05.06.21 klo 12.03.22 ip.,11.516,100.000,,,,,,
12620,05.06.21 klo 12.33.22 ip.,12.245,98.974,,,,,,
12621,05.06.21 klo 01.03.22 ip.,11.902,99.194,,,,,,
12622,05.06.21 klo 01.33.22 ip.,12.159,98.364,,,,,,
12623,05.06.21 klo 02.03.22 ip.,12.331,98.657,,,,,,
12624,05.06.21 klo 02.33.22 ip.,12.417,98.168,,,,,,
12625,05.06.21 klo 03.03.22 ip.,12.674,98.339,,,,,,
12626,05.06.21 klo 03.33.22 ip.,13.661,95.556,,,,,,
12627,05.06.21 klo 04.03.22 ip.,14.390,95.507,,,,,,
12628,05.06.21 klo 04.33.22 ip.,15.377,92.161,,,,,,
12629,05.06.21 klo 05.03.22 ip.,14.133,89.963,,,,,,
12630,05.06.21 klo 05.33.22 ip.,14.562,88.596,,,,,,
12631,05.06.21 klo 06.03.22 ip.,14.862,84.274,,,,,,
12632,05.06.21 klo 06.33.22 ip.,14.262,89.499,,,,,,
12633,05.06.21 klo 07.03.22 ip.,14.648,88.107,,,,,,
12634,05.06.21 klo 07.33.22 ip.,15.377,82.882,,,,,,
12635,05.06.21 klo 08.03.22 ip.,14.948,86.178,,,,,,
12636,05.06.21 klo 08.33.22 ip.,15.248,86.789,,,,,,
12637,05.06.21 klo 09.03.22 ip.,15.935,82.076,,,,,,
12638,05.06.21 klo 09.33.22 ip.,15.291,85.690,,,,,,
12639,05.06.21 klo 10.03.22 ip.,16.879,74.237,,,,,,
12640,05.06.21 klo 10.33.22 ip.,15.892,77.802,,,,,,
12641,05.06.21 klo 11.03.22 ip.,15.806,81.490,,,,,,
12642,05.06.21 klo 11.33.22 ip.,15.334,82.955,,,,,,
12643,05.07.21 klo 12.03.22 ap.,15.205,84.493,,,,,,
12644,05.07.21 klo 12.33.22 ap.,14.776,84.762,,,,,,
12645,05.07.21 klo 01.03.22 ap.,14.605,85.910,,,,,,
12646,05.07.21 klo 01.33.22 ap.,14.519,86.007,,,,,,
12647,05.07.21 klo 02.03.22 ap.,14.090,87.448,,,,,,
12648,05.07.21 klo 02.33.22 ap.,13.017,89.890,,,,,,
12649,05.07.21 klo 03.03.22 ap.,12.202,91.795,,,,,,
12650,05.07.21 klo 03.33.22 ap.,12.717,91.697,,,,,,
12651,05.07.21 klo 04.03.22 ap.,11.988,92.674,,,,,,
12652,05.07.21 klo 04.33.22 ap.,12.074,93.480,,,,,,
12653,05.07.21 klo 05.03.22 ap.,12.245,91.648,,,,,,
12654,05.07.21 klo 05.33.22 ap.,11.730,92.918,,,,,,
12655,05.07.21 klo 06.03.22 ap.,11.730,95.043,,,,,,
12656,05.07.21 klo 06.33.22 ap.,11.773,94.628,,,,,,
12657,05.07.21 klo 07.03.22 ap.,11.730,95.214,,,,,,
12658,05.07.21 klo 07.33.22 ap.,11.688,95.946,,,,,,
12659,05.07.21 klo 08.03.22 ap.,11.516,96.899,,,,,,
12660,05.07.21 klo 08.33.22 ap.,11.773,96.215,,,,,,
12661,05.07.21 klo 09.03.22 ap.,11.559,96.923,,,,,,
12662,05.07.21 klo 09.33.22 ap.,11.473,97.265,,,,,,
12663,05.07.21 klo 10.03.22 ap.,11.559,97.070,,,,,,
12664,05.07.21 klo 10.33.22 ap.,11.902,96.337,,,,,,
12665,05.07.21 klo 11.03.22 ap.,11.902,96.386,,,,,,
12666,05.07.21 klo 11.33.22 ap.,12.074,95.824,,,,,,
12667,05.07.21 klo 12.03.22 ip.,12.503,95.507,,,,,,
12668,05.07.21 klo 12.33.22 ip.,12.631,94.505,,,,,,
12669,05.07.21 klo 01.03.22 ip.,12.846,93.846,,,,,,
12670,05.07.21 klo 01.33.22 ip.,13.189,93.895,,,,,,
12671,05.07.21 klo 02.03.22 ip.,13.661,91.770,,,,,,
12672,05.07.21 klo 02.33.22 ip.,14.433,88.791,,,,,,
12673,05.07.21 klo 03.03.22 ip.,14.776,86.789,,,,,,
12674,05.07.21 klo 03.33.22 ip.,15.077,85.324,,,,,,
12675,05.07.21 klo 04.03.22 ip.,15.935,81.856,,,,,,
12676,05.07.21 klo 04.33.22 ip.,16.235,80.513,,,,,,
12677,05.07.21 klo 05.03.22 ip.,17.179,76.654,,,,,,
12678,05.07.21 klo 05.33.22 ip.,17.865,76.020,,,,,,
12679,05.07.21 klo 06.03.22 ip.,18.552,73.284,,,,,,
12680,05.07.21 klo 06.33.22 ip.,19.796,63.004,,,,,,
12681,05.07.21 klo 07.03.22 ip.,17.822,71.111,,,,,,
12682,05.07.21 klo 07.33.22 ip.,15.849,75.751,,,,,,
12683,05.07.21 klo 08.03.22 ip.,14.991,81.026,,,,,,
12684,05.07.21 klo 08.33.22 ip.,15.034,82.393,,,,,,
12685,05.07.21 klo 09.03.22 ip.,18.423,67.424,,,,,,
12686,05.07.21 klo 09.33.22 ip.,17.737,61.661,,,,,,
12687,05.07.21 klo 10.03.22 ip.,16.235,71.600,,,,,,
12688,05.07.21 klo 10.33.22 ip.,17.393,68.840,,,,,,
12689,05.07.21 klo 11.03.22 ip.,16.621,70.696,,,,,,
12690,05.07.21 klo 11.33.22 ip.,16.450,73.504,,,,,,
12691,05.08.21 klo 12.03.22 ap.,16.278,71.893,,,,,,
12692,05.08.21 klo 12.33.22 ap.,14.991,76.020,,,,,,
12693,05.08.21 klo 01.03.22 ap.,14.176,78.999,,,,,,
12694,05.08.21 klo 01.33.22 ap.,13.275,84.542,,,,,,
12695,05.08.21 klo 02.03.22 ap.,12.631,86.789,,,,,,
12696,05.08.21 klo 02.33.22 ap.,12.288,89.451,,,,,,
12697,05.08.21 klo 03.03.22 ap.,12.159,88.913,,,,,,
12698,05.08.21 klo 03.33.22 ap.,11.602,91.331,,,,,,
12699,05.08.21 klo 04.03.22 ap.,11.301,92.283,,,,,,
12700,05.08.21 klo 04.33.22 ap.,11.130,93.284,,,,,,
12701,05.08.21 klo 05.03.22 ap.,11.001,93.284,,,,,,
12702,05.08.21 klo 05.33.22 ap.,11.001,93.187,,,,,,
12703,05.08.21 klo 06.03.22 ap.,11.044,92.894,,,,,,
12704,05.08.21 klo 06.33.22 ap.,10.872,94.042,,,,,,
12705,05.08.21 klo 07.03.22 ap.,10.401,95.726,,,,,,
12706,05.08.21 klo 07.33.22 ap.,10.272,96.264,,,,,,
12707,05.08.21 klo 08.03.22 ap.,10.401,96.166,,,,,,
12708,05.08.21 klo 08.33.22 ap.,10.186,96.654,,,,,,
12709,05.08.21 klo 09.03.22 ap.,10.229,96.728,,,,,,
12710,05.08.21 klo 09.33.22 ap.,10.229,96.532,,,,,,
12711,05.08.21 klo 10.03.22 ap.,10.358,96.190,,,,,,
12712,05.08.21 klo 10.33.22 ap.,10.529,96.020,,,,,,
12713,05.08.21 klo 11.03.22 ap.,10.658,95.311,,,,,,
12714,05.08.21 klo 11.33.22 ap.,10.830,94.676,,,,,,
12715,05.08.21 klo 12.03.22 ip.,11.087,94.335,,,,,,
12716,05.08.21 klo 12.33.22 ip.,11.430,93.089,,,,,,
12717,05.08.21 klo 01.03.22 ip.,11.816,91.844,,,,,,
12718,05.08.21 klo 01.33.22 ip.,12.202,89.841,,,,,,
12719,05.08.21 klo 02.03.22 ip.,12.588,87.277,,,,,,
12720,05.08.21 klo 02.33.22 ip.,13.017,84.689,,,,,,
12721,05.08.21 klo 03.03.22 ip.,12.975,83.419,,,,,,
12722,05.08.21 klo 03.33.22 ip.,12.932,84.249,,,,,,
12723,05.08.21 klo 04.03.22 ip.,13.060,83.834,,,,,,
12724,05.08.21 klo 04.33.22 ip.,13.189,84.127,,,,,,
12725,05.08.21 klo 05.03.22 ip.,13.404,82.637,,,,,,
12726,05.08.21 klo 05.33.22 ip.,13.575,80.000,,,,,,
12727,05.08.21 klo 06.03.22 ip.,15.592,71.429,,,,,,
12728,05.08.21 klo 06.33.22 ip.,15.677,70.745,,,,,,
12729,05.08.21 klo 07.03.22 ip.,17.179,66.569,,,,,,
12730,05.08.21 klo 07.33.22 ip.,15.720,70.891,,,,,,
12731,05.08.21 klo 08.03.22 ip.,17.308,64.615,,,,,,
12732,05.08.21 klo 08.33.22 ip.,15.892,68.938,,,,,,
12733,05.08.21 klo 09.03.22 ip.,14.991,71.160,,,,,,
12734,05.08.21 klo 09.33.22 ip.,14.519,73.919,,,,,,
12735,05.08.21 klo 10.03.22 ip.,14.219,74.628,,,,,,
12736,05.08.21 klo 10.33.22 ip.,13.876,76.508,,,,,,
12737,05.08.21 klo 11.03.22 ip.,13.790,76.654,,,,,,
12738,05.08.21 klo 11.33.22 ip.,14.004,75.873,,,,,,
12739,05.09.21 klo 12.03.22 ap.,13.361,79.829,,,,,,
12740,05.09.21 klo 12.33.22 ap.,13.747,76.850,,,,,,
12741,05.09.21 klo 01.03.22 ap.,12.717,84.298,,,,,,
12742,05.09.21 klo 01.33.22 ap.,11.902,85.397,,,,,,
12743,05.09.21 klo 02.03.22 ap.,11.344,88.864,,Logged,,,,
12744,05.09.21 klo 02.33.22 ap.,11.430,88.132,,,,,,
12745,05.09.21 klo 03.03.22 ap.,11.001,90.525,,,,,,
12746,05.09.21 klo 03.33.22 ap.,10.658,87.326,,,,,,
12747,05.09.21 klo 04.03.22 ap.,9.543,89.792,,,,,,
12748,05.09.21 klo 04.33.22 ap.,8.985,92.015,,,,,,
12749,05.09.21 klo 05.03.22 ap.,9.242,91.258,,,,,,
12750,05.09.21 klo 05.33.22 ap.,9.714,90.989,,,,,,
12751,05.09.21 klo 06.03.22 ap.,8.727,94.212,,,,,,
12752,05.09.21 klo 06.33.22 ap.,8.856,93.431,,,,,,
12753,05.09.21 klo 07.03.22 ap.,9.199,92.381,,,,,,
12754,05.09.21 klo 07.33.22 ap.,9.671,91.331,,,,,,
12755,05.09.21 klo 08.03.22 ap.,9.671,91.258,,,,,,
12756,05.09.21 klo 08.33.22 ap.,9.199,93.211,,,,,,
12757,05.09.21 klo 09.03.22 ap.,8.856,94.921,,,,,,
12758,05.09.21 klo 09.33.22 ap.,9.414,92.967,,,,,,
12759,05.09.21 klo 10.03.22 ap.,9.414,93.480,,,,,,
12760,05.09.21 klo 10.33.22 ap.,9.543,94.017,,,,,,
12761,05.09.21 klo 11.03.22 ap.,9.929,93.944,,,,,,
12762,05.09.21 klo 11.33.22 ap.,9.886,94.359,,,,,,
12763,05.09.21 klo 12.03.22 ip.,10.229,92.845,,,,,,
12764,05.09.21 klo 12.33.22 ip.,10.529,90.574,,,,,,
12765,05.09.21 klo 01.03.22 ip.,10.744,89.621,,,,,,
12766,05.09.21 klo 01.33.22 ip.,11.902,85.641,,,,,,
12767,05.09.21 klo 02.03.22 ip.,11.559,86.447,,,,,,
12768,05.09.21 klo 02.33.22 ip.,12.159,84.420,,,,,,
12769,05.09.21 klo 03.03.22 ip.,11.988,84.737,,,,,,
12770,05.09.21 klo 03.33.22 ip.,12.331,83.175,,,,,,
12771,05.09.21 klo 04.03.22 ip.,11.816,88.156,,,,,,
12772,05.09.21 klo 04.33.22 ip.,12.460,86.032,,,,,,
12773,05.09.21 klo 05.03.22 ip.,17.093,68.400,,,,,,
12774,05.09.21 klo 05.33.22 ip.,14.562,73.651,,,,,,
12775,05.09.21 klo 06.03.22 ip.,17.479,63.687,,,,,,
12776,05.09.21 klo 06.33.22 ip.,15.077,66.398,,,,,,
12777,05.09.21 klo 07.03.22 ip.,15.248,66.178,,,,,,
12778,05.09.21 klo 07.33.22 ip.,14.819,69.402,,,,,,
12779,05.09.21 klo 08.03.22 ip.,13.961,70.940,,,,,,
12780,05.09.21 klo 08.33.22 ip.,13.961,68.669,,,,,,
12781,05.09.21 klo 09.03.22 ip.,15.163,65.153,,,,,,
12782,05.09.21 klo 09.33.22 ip.,14.648,68.547,,,,,,
12783,05.09.21 klo 10.03.22 ip.,12.889,79.389,,,,,,
12784,05.09.21 klo 10.33.22 ip.,12.374,77.631,,,,,,
12785,05.09.21 klo 11.03.22 ip.,12.760,73.773,,,,,,
12786,05.09.21 klo 11.33.22 ip.,13.017,73.675,,,,,,
12787,05.10.21 klo 12.03.22 ap.,11.645,80.147,,,,,,
12788,05.10.21 klo 12.33.22 ap.,11.387,82.759,,,,,,
12789,05.10.21 klo 01.03.22 ap.,11.902,80.904,,,,,,
12790,05.10.21 klo 01.33.22 ap.,10.830,85.836,,,,,,
12791,05.10.21 klo 02.03.22 ap.,10.572,87.155,,,,,,
12792,05.10.21 klo 02.33.22 ap.,10.057,90.012,,,,,,
12793,05.10.21 klo 03.03.22 ap.,8.642,93.578,,,,,,
12794,05.10.21 klo 03.33.22 ap.,8.470,95.482,,,,,,
12795,05.10.21 klo 04.03.22 ap.,7.827,95.995,,,,,,
12796,05.10.21 klo 04.33.22 ap.,7.869,97.021,,,,,,
12797,05.10.21 klo 05.03.22 ap.,8.213,96.654,,,,,,
12798,05.10.21 klo 05.33.22 ap.,8.298,97.216,,,,,,
12799,05.10.21 klo 06.03.22 ap.,7.827,98.315,,,,,,
12800,05.10.21 klo 06.33.22 ap.,7.869,97.875,,,,,,
12801,05.10.21 klo 07.03.22 ap.,7.612,98.315,,,,,,
12802,05.10.21 klo 07.33.22 ap.,7.655,97.265,,,,,,
12803,05.10.21 klo 08.03.22 ap.,7.741,96.166,,,,,,
12804,05.10.21 klo 08.33.22 ap.,7.784,94.750,,,,,,
12805,05.10.21 klo 09.03.22 ap.,7.869,93.529,,,,,,
12806,05.10.21 klo 09.33.22 ap.,7.784,94.652,,,,,,
12807,05.10.21 klo 10.03.22 ap.,7.698,95.018,,,,,,
12808,05.10.21 klo 10.33.22 ap.,7.698,94.969,,,,,,
12809,05.10.21 klo 11.03.22 ap.,7.698,95.067,,,,,,
12810,05.10.21 klo 11.33.22 ap.,7.869,93.626,,,,,,
12811,05.10.21 klo 12.03.22 ip.,8.513,90.818,,,,,,
12812,05.10.21 klo 12.33.22 ip.,8.770,89.597,,,,,,
12813,05.10.21 klo 01.03.22 ip.,9.028,86.007,,,,,,
12814,05.10.21 klo 01.33.22 ip.,10.014,83.053,,,,,,
12815,05.10.21 klo 02.03.22 ip.,10.315,78.217,,,,,,
12816,05.10.21 klo 02.33.22 ip.,11.301,72.967,,,,,,
12817,05.10.21 klo 03.03.22 ip.,11.816,69.084,,,,,,
12818,05.10.21 klo 03.33.22 ip.,11.859,64.005,,,,,,
12819,05.10.21 klo 04.03.22 ip.,12.674,61.856,,,,,,
12820,05.10.21 klo 04.33.22 ip.,11.902,64.054,,,,,,
12821,05.10.21 klo 05.03.22 ip.,16.149,48.059,,,,,,
12822,05.10.21 klo 05.33.22 ip.,14.648,51.844,,,,,,
12823,05.10.21 klo 06.03.22 ip.,15.549,56.361,,,,,,
12824,05.10.21 klo 06.33.22 ip.,14.776,53.065,,,,,,
12825,05.10.21 klo 07.03.22 ip.,16.106,52.430,,,,,,
12826,05.10.21 klo 07.33.22 ip.,16.492,49.280,,,,,,
12827,05.10.21 klo 08.03.22 ip.,17.007,47.619,,,,,,
12828,05.10.21 klo 08.33.22 ip.,17.565,48.596,,,,,,
12829,05.10.21 klo 09.03.22 ip.,17.007,46.276,,,,,,
12830,05.10.21 klo 09.33.22 ip.,17.908,43.907,,,,,,
12831,05.10.21 klo 10.03.22 ip.,17.007,47.033,,,,,,
12832,05.10.21 klo 10.33.22 ip.,16.664,50.794,,,,,,
12833,05.10.21 klo 11.03.22 ip.,14.347,56.606,,,,,,
12834,05.10.21 klo 11.33.22 ip.,13.318,59.145,,,,,,
12835,05.11.21 klo 12.03.22 ap.,12.546,59.219,,,,,,
12836,05.11.21 klo 12.33.22 ap.,12.460,64.860,,,,,,
12837,05.11.21 klo 01.03.22 ap.,13.704,63.492,,,,,,
12838,05.11.21 klo 01.33.22 ap.,10.529,78.535,,,,,,
12839,05.11.21 klo 02.03.22 ap.,9.242,82.906,,,,,,
12840,05.11.21 klo 02.33.22 ap.,8.427,87.228,,,,,,
12841,05.11.21 klo 03.03.22 ap.,7.998,87.937,,,,,,
12842,05.11.21 klo 03.33.22 ap.,7.526,89.451,,,,,,
12843,05.11.21 klo 04.03.22 ap.,6.325,92.601,,,,,,
12844,05.11.21 klo 04.33.22 ap.,4.781,96.190,,,,,,
12845,05.11.21 klo 05.03.22 ap.,4.866,96.166,,,,,,
12846,05.11.21 klo 05.33.22 ap.,4.223,97.387,,,,,,
12847,05.11.21 klo 06.03.22 ap.,3.966,98.071,,,,,,
12848,05.11.21 klo 06.33.22 ap.,5.381,98.999,,,,,,
12849,05.11.21 klo 07.03.22 ap.,5.338,98.046,,,,,,
12850,05.11.21 klo 07.33.22 ap.,4.352,98.120,,,,,,
12851,05.11.21 klo 08.03.22 ap.,5.081,98.437,,,,,,
12852,05.11.21 klo 08.33.22 ap.,4.008,98.510,,,,,,
12853,05.11.21 klo 09.03.22 ap.,5.467,99.267,,,,,,
12854,05.11.21 klo 09.33.22 ap.,5.553,98.462,,,,,,
12855,05.11.21 klo 10.03.22 ap.,5.896,98.559,,,,,,
12856,05.11.21 klo 10.33.22 ap.,5.939,97.973,,,,,,
12857,05.11.21 klo 11.03.22 ap.,6.368,98.779,,,,,,
12858,05.11.21 klo 11.33.22 ap.,6.754,97.460,,,,,,
12859,05.11.21 klo 12.03.22 ip.,6.797,96.728,,,,,,
12860,05.11.21 klo 12.33.22 ip.,7.183,95.263,,,,,,
12861,05.11.21 klo 01.03.22 ip.,7.955,93.333,,,,,,
12862,05.11.21 klo 01.33.22 ip.,8.685,90.696,,,,,,
12863,05.11.21 klo 02.03.22 ip.,9.071,89.890,,,,,,
12864,05.11.21 klo 02.33.22 ip.,8.813,91.917,,,,,,
12865,05.11.21 klo 03.03.22 ip.,10.014,87.863,,,,,,
12866,05.11.21 klo 03.33.22 ip.,10.915,82.222,,,,,,
12867,05.11.21 klo 04.03.22 ip.,11.902,78.315,,,,,,
12868,05.11.21 klo 04.33.22 ip.,14.133,71.648,,,,,,
12869,05.11.21 klo 05.03.22 ip.,14.176,68.303,,,,,,
12870,05.11.21 klo 05.33.22 ip.,12.760,73.895,,,,,,
12871,05.11.21 klo 06.03.22 ip.,12.975,71.429,,,,,,
12872,05.11.21 klo 06.33.22 ip.,13.618,69.817,,,,,,
12873,05.11.21 klo 07.03.22 ip.,12.417,71.380,,,,,,
12874,05.11.21 klo 07.33.22 ip.,13.189,68.083,,,,,,
12875,05.11.21 klo 08.03.22 ip.,13.232,66.032,,,,,,
12876,05.11.21 klo 08.33.22 ip.,13.876,68.010,,,,,,
12877,05.11.21 klo 09.03.22 ip.,17.136,56.020,,,,,,
