"Plot Title:  20849260"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849260, SEN S/N: 20849260, LBL: AT)","RH, % (LGR S/N: 20849260, SEN S/N: 20849260, LBL: RH)","Coupler Detached (LGR S/N: 20849260)","Bad Battery (LGR S/N: 20849260)","Coupler Attached (LGR S/N: 20849260)","Host Connected (LGR S/N: 20849260)","Stopped (LGR S/N: 20849260)","End Of File (LGR S/N: 20849260)"
12815,04.13.21 klo 11.00.00 ap.,-8.776,97.924,,,,,,
12816,04.13.21 klo 11.30.00 ap.,-8.519,97.924,,,,,,
12817,04.13.21 klo 12.00.00 ip.,-8.347,97.900,,,,,,
12818,04.13.21 klo 12.30.00 ip.,-8.089,97.949,,,,,,
12819,04.13.21 klo 01.00.00 ip.,-7.875,97.998,,,,,,
12820,04.13.21 klo 01.30.00 ip.,-7.575,98.071,,,,,,
12821,04.13.21 klo 02.00.00 ip.,-7.274,98.168,,,,,,
12822,04.13.21 klo 02.30.00 ip.,-7.060,98.266,,,,,,
12823,04.13.21 klo 03.00.00 ip.,-6.845,98.388,,,,,,
12824,04.13.21 klo 03.30.00 ip.,-6.674,98.535,,,,,,
12825,04.13.21 klo 04.00.00 ip.,-6.502,98.657,,,,,,
12826,04.13.21 klo 04.30.00 ip.,-6.373,98.852,,,,,,
12827,04.13.21 klo 05.00.00 ip.,-6.331,99.023,,,,,,
12828,04.13.21 klo 05.30.00 ip.,-6.288,99.170,,,,,,
12829,04.13.21 klo 06.00.00 ip.,-6.331,99.316,,,,,,
12830,04.13.21 klo 06.30.00 ip.,-6.373,99.438,,,,,,
12831,04.13.21 klo 07.00.00 ip.,-6.631,99.634,,,,,,
12832,04.13.21 klo 07.30.00 ip.,-7.017,99.951,,,,,,
12833,04.13.21 klo 08.00.00 ip.,-7.403,100.000,,,,,,
12834,04.13.21 klo 08.30.00 ip.,-7.746,99.976,,,,,,
12835,04.13.21 klo 09.00.00 ip.,-8.089,99.805,,,,,,
12836,04.13.21 klo 09.30.00 ip.,-8.261,99.731,,,,,,
12837,04.13.21 klo 10.00.00 ip.,-8.390,99.463,,,,,,
12838,04.13.21 klo 10.30.00 ip.,-8.519,99.219,,,,,,
12839,04.13.21 klo 11.00.00 ip.,-8.519,99.170,,,,,,
12840,04.13.21 klo 11.30.00 ip.,-8.476,99.096,,,,,,
12841,04.14.21 klo 12.00.00 ap.,-8.476,99.219,,,,,,
12842,04.14.21 klo 12.30.00 ap.,-8.476,99.243,,,,,,
12843,04.14.21 klo 01.00.00 ap.,-8.561,99.243,,,,,,
12844,04.14.21 klo 01.30.00 ap.,-8.776,99.170,,,,,,
12845,04.14.21 klo 02.00.00 ap.,-8.948,99.145,,,,,,
12846,04.14.21 klo 02.30.00 ap.,-9.162,98.999,,,,,,
12847,04.14.21 klo 03.00.00 ap.,-9.291,98.803,,,,,,
12848,04.14.21 klo 03.30.00 ap.,-9.162,98.706,,,,,,
12849,04.14.21 klo 04.00.00 ap.,-8.733,98.926,,,,,,
12850,04.14.21 klo 04.30.00 ap.,-8.561,98.657,,,,,,
12851,04.14.21 klo 05.00.00 ap.,-8.433,98.681,,,,,,
12852,04.14.21 klo 05.30.00 ap.,-8.390,98.779,,,,,,
12853,04.14.21 klo 06.00.00 ap.,-8.218,98.828,,,,,,
12854,04.14.21 klo 06.30.00 ap.,-7.961,98.779,,,,,,
12855,04.14.21 klo 07.00.00 ap.,-7.618,98.706,,,,,,
12856,04.14.21 klo 07.30.00 ap.,-7.317,98.706,,,,,,
12857,04.14.21 klo 08.00.00 ap.,-7.103,98.779,,,,,,
12858,04.14.21 klo 08.30.00 ap.,-6.888,98.803,,,,,,
12859,04.14.21 klo 09.00.00 ap.,-6.631,98.877,,,,,,
12860,04.14.21 klo 09.30.00 ap.,-6.459,98.828,,,,,,
12861,04.14.21 klo 10.00.00 ap.,-6.159,98.755,,,,,,
12862,04.14.21 klo 10.30.00 ap.,-5.859,98.706,,,,,,
12863,04.14.21 klo 11.00.00 ap.,-5.687,98.779,,,,,,
12864,04.14.21 klo 11.30.00 ap.,-5.430,98.828,,,,,,
12865,04.14.21 klo 12.00.00 ip.,-5.344,98.999,,,,,,
12866,04.14.21 klo 12.30.00 ip.,-5.215,98.828,,,,,,
12867,04.14.21 klo 01.00.00 ip.,-5.172,99.048,,,,,,
12868,04.14.21 klo 01.30.00 ip.,-5.044,98.950,,,,,,
12869,04.14.21 klo 02.00.00 ip.,-4.743,98.779,,,,,,
12870,04.14.21 klo 02.30.00 ip.,-4.572,99.023,,,,,,
12871,04.14.21 klo 03.00.00 ip.,-4.657,99.316,,,,,,
12872,04.14.21 klo 03.30.00 ip.,-4.314,99.243,,,,,,
12873,04.14.21 klo 04.00.00 ip.,-4.314,99.560,,,,,,
12874,04.14.21 klo 04.30.00 ip.,-4.357,99.829,,,,,,
12875,04.14.21 klo 05.00.00 ip.,-4.228,100.000,,,,,,
12876,04.14.21 klo 05.30.00 ip.,-4.186,100.000,,,,,,
12877,04.14.21 klo 06.00.00 ip.,-4.228,100.000,,,,,,
12878,04.14.21 klo 06.30.00 ip.,-4.400,100.000,,,,,,
12879,04.14.21 klo 07.00.00 ip.,-4.443,100.000,,,,,,
12880,04.14.21 klo 07.30.00 ip.,-4.486,100.000,,,,,,
12881,04.14.21 klo 08.00.00 ip.,-4.615,100.000,,,,,,
12882,04.14.21 klo 08.30.00 ip.,-4.657,100.000,,,,,,
12883,04.14.21 klo 09.00.00 ip.,-4.700,100.000,,,,,,
12884,04.14.21 klo 09.30.00 ip.,-4.829,100.000,,,,,,
12885,04.14.21 klo 10.00.00 ip.,-4.915,100.000,,,,,,
12886,04.14.21 klo 10.30.00 ip.,-5.044,100.000,,,,,,
12887,04.14.21 klo 11.00.00 ip.,-5.044,100.000,,,,,,
12888,04.14.21 klo 11.30.00 ip.,-5.129,100.000,,,,,,
12889,04.15.21 klo 12.00.00 ap.,-5.129,100.000,,,,,,
12890,04.15.21 klo 12.30.00 ap.,-5.086,100.000,,,,,,
12891,04.15.21 klo 01.00.00 ap.,-5.086,100.000,,,,,,
12892,04.15.21 klo 01.30.00 ap.,-5.129,100.000,,,,,,
12893,04.15.21 klo 02.00.00 ap.,-5.044,100.000,,,,,,
12894,04.15.21 klo 02.30.00 ap.,-5.001,100.000,,,,,,
12895,04.15.21 klo 03.00.00 ap.,-4.958,100.000,,,,,,
12896,04.15.21 klo 03.30.00 ap.,-4.915,100.000,,,,,,
12897,04.15.21 klo 04.00.00 ap.,-4.872,100.000,,,,,,
12898,04.15.21 klo 04.30.00 ap.,-4.829,100.000,,,,,,
12899,04.15.21 klo 05.00.00 ap.,-4.786,100.000,,,,,,
12900,04.15.21 klo 05.30.00 ap.,-4.700,100.000,,,,,,
12901,04.15.21 klo 06.00.00 ap.,-4.657,100.000,,,,,,
12902,04.15.21 klo 06.30.00 ap.,-4.572,100.000,,,,,,
12903,04.15.21 klo 07.00.00 ap.,-4.443,100.000,,,,,,
12904,04.15.21 klo 07.30.00 ap.,-4.400,100.000,,,,,,
12905,04.15.21 klo 08.00.00 ap.,-4.271,100.000,,,,,,
12906,04.15.21 klo 08.30.00 ap.,-4.143,100.000,,,,,,
12907,04.15.21 klo 09.00.00 ap.,-4.014,100.000,,,,,,
12908,04.15.21 klo 09.30.00 ap.,-3.842,100.000,,,,,,
12909,04.15.21 klo 10.00.00 ap.,-3.585,100.000,,,,,,
12910,04.15.21 klo 10.30.00 ap.,-3.328,100.000,,,,,,
12911,04.15.21 klo 11.00.00 ap.,-2.984,100.000,,,,,,
12912,04.15.21 klo 11.30.00 ap.,-2.641,100.000,,,,,,
12913,04.15.21 klo 12.00.00 ip.,-2.341,100.000,,,,,,
12914,04.15.21 klo 12.30.00 ip.,-2.212,100.000,,,,,,
12915,04.15.21 klo 01.00.00 ip.,-2.041,100.000,,,,,,
12916,04.15.21 klo 01.30.00 ip.,-1.869,100.000,,,,,,
12917,04.15.21 klo 02.00.00 ip.,-1.654,100.000,,,,,,
12918,04.15.21 klo 02.30.00 ip.,-1.612,100.000,,,,,,
12919,04.15.21 klo 03.00.00 ip.,-1.569,100.000,,,,,,
12920,04.15.21 klo 03.30.00 ip.,-1.569,100.000,,,,,,
12921,04.15.21 klo 04.00.00 ip.,-1.526,100.000,,,,,,
12922,04.15.21 klo 04.30.00 ip.,-1.483,100.000,,,,,,
12923,04.15.21 klo 05.00.00 ip.,-1.483,100.000,,,,,,
12924,04.15.21 klo 05.30.00 ip.,-1.526,100.000,,,,,,
12925,04.15.21 klo 06.00.00 ip.,-1.569,100.000,,,,,,
12926,04.15.21 klo 06.30.00 ip.,-1.612,100.000,,,,,,
12927,04.15.21 klo 07.00.00 ip.,-1.612,100.000,,,,,,
12928,04.15.21 klo 07.30.00 ip.,-1.612,100.000,,,,,,
12929,04.15.21 klo 08.00.00 ip.,-1.697,100.000,,,,,,
12930,04.15.21 klo 08.30.00 ip.,-1.740,100.000,,,,,,
12931,04.15.21 klo 09.00.00 ip.,-1.783,100.000,,,,,,
12932,04.15.21 klo 09.30.00 ip.,-1.826,100.000,,,,,,
12933,04.15.21 klo 10.00.00 ip.,-1.912,100.000,,,,,,
12934,04.15.21 klo 10.30.00 ip.,-2.041,100.000,,,,,,
12935,04.15.21 klo 11.00.00 ip.,-2.169,100.000,,,,,,
12936,04.15.21 klo 11.30.00 ip.,-2.298,100.000,,,,,,
12937,04.16.21 klo 12.00.00 ap.,-2.470,100.000,,,,,,
12938,04.16.21 klo 12.30.00 ap.,-2.512,100.000,,,,,,
12939,04.16.21 klo 01.00.00 ap.,-2.641,100.000,,,,,,
12940,04.16.21 klo 01.30.00 ap.,-2.727,100.000,,,,,,
12941,04.16.21 klo 02.00.00 ap.,-2.813,100.000,,,,,,
12942,04.16.21 klo 02.30.00 ap.,-2.941,100.000,,,,,,
12943,04.16.21 klo 03.00.00 ap.,-3.156,100.000,,,,,,
12944,04.16.21 klo 03.30.00 ap.,-3.285,100.000,,,,,,
12945,04.16.21 klo 04.00.00 ap.,-3.370,100.000,,,,,,
12946,04.16.21 klo 04.30.00 ap.,-3.370,100.000,,,,,,
12947,04.16.21 klo 05.00.00 ap.,-3.328,100.000,,,,,,
12948,04.16.21 klo 05.30.00 ap.,-3.285,100.000,,,,,,
12949,04.16.21 klo 06.00.00 ap.,-3.285,100.000,,,,,,
12950,04.16.21 klo 06.30.00 ap.,-3.328,100.000,,,,,,
12951,04.16.21 klo 07.00.00 ap.,-3.242,100.000,,,,,,
12952,04.16.21 klo 07.30.00 ap.,-3.113,100.000,,,,,,
12953,04.16.21 klo 08.00.00 ap.,-3.027,100.000,,,,,,
12954,04.16.21 klo 08.30.00 ap.,-3.027,100.000,,,,,,
12955,04.16.21 klo 09.00.00 ap.,-2.899,100.000,,,,,,
12956,04.16.21 klo 09.30.00 ap.,-2.641,100.000,,,,,,
12957,04.16.21 klo 10.00.00 ap.,-2.341,100.000,,,,,,
12958,04.16.21 klo 10.30.00 ap.,-2.041,100.000,,,,,,
12959,04.16.21 klo 11.00.00 ap.,-1.826,100.000,,,,,,
12960,04.16.21 klo 11.30.00 ap.,-1.697,100.000,,,,,,
12961,04.16.21 klo 12.00.00 ip.,-1.354,100.000,,,,,,
12962,04.16.21 klo 12.30.00 ip.,-0.711,100.000,,,,,,
12963,04.16.21 klo 01.00.00 ip.,-0.711,100.000,,,,,,
12964,04.16.21 klo 01.30.00 ip.,-0.239,100.000,,,,,,
12965,04.16.21 klo 02.00.00 ip.,-0.539,100.000,,,,,,
12966,04.16.21 klo 02.30.00 ip.,-0.453,100.000,,,,,,
12967,04.16.21 klo 03.00.00 ip.,0.019,99.853,,,,,,
12968,04.16.21 klo 03.30.00 ip.,0.104,99.634,,,,,,
12969,04.16.21 klo 04.00.00 ip.,-0.711,100.000,,,,,,
12970,04.16.21 klo 04.30.00 ip.,-0.711,100.000,,,,,,
12971,04.16.21 klo 05.00.00 ip.,0.962,98.486,,,,,,
12972,04.16.21 klo 05.30.00 ip.,0.791,99.707,,,,,,
12973,04.16.21 klo 06.00.00 ip.,1.220,99.243,,,,,,
12974,04.16.21 klo 06.30.00 ip.,-0.410,100.000,,,,,,
12975,04.16.21 klo 07.00.00 ip.,-0.282,100.000,,,,,,
12976,04.16.21 klo 07.30.00 ip.,-0.496,100.000,,,,,,
12977,04.16.21 klo 08.00.00 ip.,-0.539,100.000,,,,,,
12978,04.16.21 klo 08.30.00 ip.,-0.539,100.000,,,,,,
12979,04.16.21 klo 09.00.00 ip.,-0.754,100.000,,,,,,
12980,04.16.21 klo 09.30.00 ip.,-0.711,100.000,,,,,,
12981,04.16.21 klo 10.00.00 ip.,-0.754,100.000,,,,,,
12982,04.16.21 klo 10.30.00 ip.,-0.668,100.000,,,,,,
12983,04.16.21 klo 11.00.00 ip.,-0.754,100.000,,,,,,
12984,04.16.21 klo 11.30.00 ip.,-0.711,100.000,,,,,,
12985,04.17.21 klo 12.00.00 ap.,-0.754,100.000,,,,,,
12986,04.17.21 klo 12.30.00 ap.,-0.839,100.000,,,,,,
12987,04.17.21 klo 01.00.00 ap.,-1.011,100.000,,,,,,
12988,04.17.21 klo 01.30.00 ap.,-1.097,100.000,,,,,,
12989,04.17.21 klo 02.00.00 ap.,-1.225,100.000,,,,,,
12990,04.17.21 klo 02.30.00 ap.,-1.397,100.000,,,,,,
12991,04.17.21 klo 03.00.00 ap.,-1.569,100.000,,,,,,
12992,04.17.21 klo 03.30.00 ap.,-1.612,100.000,,,,,,
12993,04.17.21 klo 04.00.00 ap.,-1.783,100.000,,,,,,
12994,04.17.21 klo 04.30.00 ap.,-1.912,100.000,,,,,,
12995,04.17.21 klo 05.00.00 ap.,-2.298,100.000,,,,,,
12996,04.17.21 klo 05.30.00 ap.,-2.341,100.000,,,,,,
12997,04.17.21 klo 06.00.00 ap.,-2.427,100.000,,,,,,
12998,04.17.21 klo 06.30.00 ap.,-2.770,100.000,,,,,,
12999,04.17.21 klo 07.00.00 ap.,-2.941,100.000,,,,,,
13000,04.17.21 klo 07.30.00 ap.,-2.984,100.000,,,,,,
13001,04.17.21 klo 08.00.00 ap.,-2.856,100.000,,,,,,
13002,04.17.21 klo 08.30.00 ap.,-2.684,100.000,,,,,,
13003,04.17.21 klo 09.00.00 ap.,-2.255,100.000,,,,,,
13004,04.17.21 klo 09.30.00 ap.,-1.697,100.000,,,,,,
13005,04.17.21 klo 10.00.00 ap.,-1.354,100.000,,,,,,
13006,04.17.21 klo 10.30.00 ap.,-0.711,99.853,,,,,,
13007,04.17.21 klo 11.00.00 ap.,-0.282,99.512,,,,,,
13008,04.17.21 klo 11.30.00 ap.,0.276,99.243,,,,,,
13009,04.17.21 klo 12.00.00 ip.,0.662,99.048,,,,,,
13010,04.17.21 klo 12.30.00 ip.,1.005,98.877,,,,,,
13011,04.17.21 klo 01.00.00 ip.,1.391,98.559,,,,,,
13012,04.17.21 klo 01.30.00 ip.,1.649,98.339,,,,,,
13013,04.17.21 klo 02.00.00 ip.,1.778,98.144,,,,,,
13014,04.17.21 klo 02.30.00 ip.,1.820,97.924,,,,,,
13015,04.17.21 klo 03.00.00 ip.,1.863,97.802,,,,,,
13016,04.17.21 klo 03.30.00 ip.,1.820,97.924,,,,,,
13017,04.17.21 klo 04.00.00 ip.,1.906,97.753,,,,,,
13018,04.17.21 klo 04.30.00 ip.,1.949,97.607,,,,,,
13019,04.17.21 klo 05.00.00 ip.,1.735,98.291,,,,,,
13020,04.17.21 klo 05.30.00 ip.,1.349,99.829,,,,,,
13021,04.17.21 klo 06.00.00 ip.,1.477,98.950,,,,,,
13022,04.17.21 klo 06.30.00 ip.,1.177,99.902,,,,,,
13023,04.17.21 klo 07.00.00 ip.,0.962,100.000,,,,,,
13024,04.17.21 klo 07.30.00 ip.,0.662,100.000,,,,,,
13025,04.17.21 klo 08.00.00 ip.,0.405,100.000,,,,,,
13026,04.17.21 klo 08.30.00 ip.,0.104,100.000,,,,,,
13027,04.17.21 klo 09.00.00 ip.,-0.325,100.000,,,,,,
13028,04.17.21 klo 09.30.00 ip.,-0.754,100.000,,,,,,
13029,04.17.21 klo 10.00.00 ip.,-1.612,100.000,,,,,,
13030,04.17.21 klo 10.30.00 ip.,-2.298,100.000,,,,,,
13031,04.17.21 klo 11.00.00 ip.,-3.070,100.000,,,,,,
13032,04.17.21 klo 11.30.00 ip.,-3.242,100.000,,,,,,
13033,04.18.21 klo 12.00.00 ap.,-4.186,100.000,,,,,,
13034,04.18.21 klo 12.30.00 ap.,-4.743,100.000,,,,,,
13035,04.18.21 klo 01.00.00 ap.,-5.086,100.000,,,,,,
13036,04.18.21 klo 01.30.00 ap.,-5.387,100.000,,,,,,
13037,04.18.21 klo 02.00.00 ap.,-5.558,100.000,,,,,,
13038,04.18.21 klo 02.30.00 ap.,-6.030,100.000,,,,,,
13039,04.18.21 klo 03.00.00 ap.,-6.288,100.000,,,,,,
13040,04.18.21 klo 03.30.00 ap.,-6.459,100.000,,,,,,
13041,04.18.21 klo 04.00.00 ap.,-6.888,100.000,,,,,,
13042,04.18.21 klo 04.30.00 ap.,-7.060,100.000,,,,,,
13043,04.18.21 klo 05.00.00 ap.,-7.317,100.000,,,,,,
13044,04.18.21 klo 05.30.00 ap.,-7.489,100.000,,,,,,
13045,04.18.21 klo 06.00.00 ap.,-7.832,100.000,,,,,,
13046,04.18.21 klo 06.30.00 ap.,-8.047,99.634,,,,,,
13047,04.18.21 klo 07.00.00 ap.,-7.532,99.585,,,,,,
13048,04.18.21 klo 07.30.00 ap.,-7.103,98.510,,,,,,
13049,04.18.21 klo 08.00.00 ap.,-6.631,98.632,,,,,,
13050,04.18.21 klo 08.30.00 ap.,-6.030,98.608,,,,,,
13051,04.18.21 klo 09.00.00 ap.,-5.258,98.364,,,,,,
13052,04.18.21 klo 09.30.00 ap.,-4.615,98.193,,,,,,
13053,04.18.21 klo 10.00.00 ap.,-3.971,98.071,,,,,,
13054,04.18.21 klo 10.30.00 ap.,-3.370,97.875,,,,,,
13055,04.18.21 klo 11.00.00 ap.,-2.255,96.850,,,,,,
13056,04.18.21 klo 11.30.00 ap.,-2.083,96.752,,,,,,
13057,04.18.21 klo 12.00.00 ip.,-1.097,95.214,,,,,,
13058,04.18.21 klo 12.30.00 ip.,0.062,94.383,,,,,,
13059,04.18.21 klo 01.00.00 ip.,0.491,94.872,,,,,,
13060,04.18.21 klo 01.30.00 ip.,1.134,94.359,,,,,,
13061,04.18.21 klo 02.00.00 ip.,1.520,94.359,,,,,,
13062,04.18.21 klo 02.30.00 ip.,1.606,94.017,,,,,,
13063,04.18.21 klo 03.00.00 ip.,1.649,93.871,,,,,,
13064,04.18.21 klo 03.30.00 ip.,2.078,93.309,,,,,,
13065,04.18.21 klo 04.00.00 ip.,2.121,93.358,,,,,,
13066,04.18.21 klo 04.30.00 ip.,2.464,92.845,,,,,,
13067,04.18.21 klo 05.00.00 ip.,2.035,94.212,,,,,,
13068,04.18.21 klo 05.30.00 ip.,1.263,96.752,,,,,,
13069,04.18.21 klo 06.00.00 ip.,1.434,95.604,,,,,,
13070,04.18.21 klo 06.30.00 ip.,0.619,98.144,,,,,,
13071,04.18.21 klo 07.00.00 ip.,0.405,99.072,,,,,,
13072,04.18.21 klo 07.30.00 ip.,-0.024,99.707,,,,,,
13073,04.18.21 klo 08.00.00 ip.,-0.282,100.000,,,,,,
13074,04.18.21 klo 08.30.00 ip.,-0.882,100.000,,,,,,
13075,04.18.21 klo 09.00.00 ip.,-1.654,100.000,,,,,,
13076,04.18.21 klo 09.30.00 ip.,-2.255,100.000,,,,,,
13077,04.18.21 klo 10.00.00 ip.,-2.641,100.000,,,,,,
13078,04.18.21 klo 10.30.00 ip.,-3.027,100.000,,,,,,
13079,04.18.21 klo 11.00.00 ip.,-3.413,100.000,,,,,,
13080,04.18.21 klo 11.30.00 ip.,-3.842,100.000,,,,,,
13081,04.19.21 klo 12.00.00 ap.,-4.100,100.000,,,,,,
13082,04.19.21 klo 12.30.00 ap.,-4.314,100.000,,,,,,
13083,04.19.21 klo 01.00.00 ap.,-4.529,100.000,,,,,,
13084,04.19.21 klo 01.30.00 ap.,-4.615,100.000,,,,,,
13085,04.19.21 klo 02.00.00 ap.,-4.829,100.000,,,,,,
13086,04.19.21 klo 02.30.00 ap.,-4.958,100.000,,,,,,
13087,04.19.21 klo 03.00.00 ap.,-5.515,100.000,,,,,,
13088,04.19.21 klo 03.30.00 ap.,-5.258,100.000,,,,,,
13089,04.19.21 klo 04.00.00 ap.,-5.859,100.000,,,,,,
13090,04.19.21 klo 04.30.00 ap.,-6.159,100.000,,,,,,
13091,04.19.21 klo 05.00.00 ap.,-6.331,100.000,,,,,,
13092,04.19.21 klo 05.30.00 ap.,-6.331,100.000,,,,,,
13093,04.19.21 klo 06.00.00 ap.,-6.331,100.000,,,,,,
13094,04.19.21 klo 06.30.00 ap.,-6.288,100.000,,,,,,
13095,04.19.21 klo 07.00.00 ap.,-5.730,100.000,,,,,,
13096,04.19.21 klo 07.30.00 ap.,-5.172,99.609,,,,,,
13097,04.19.21 klo 08.00.00 ap.,-4.486,98.413,,,,,,
13098,04.19.21 klo 08.30.00 ap.,-3.799,97.436,,,,,,
13099,04.19.21 klo 09.00.00 ap.,-2.813,96.361,,,,,,
13100,04.19.21 klo 09.30.00 ap.,-2.341,95.165,,,,,,
13101,04.19.21 klo 10.00.00 ap.,-2.083,94.603,,,,,,
13102,04.19.21 klo 10.30.00 ap.,-1.054,92.943,,,,,,
13103,04.19.21 klo 11.00.00 ap.,-0.539,91.551,,,,,,
13104,04.19.21 klo 11.30.00 ap.,0.190,90.330,,,,,,
13105,04.19.21 klo 12.00.00 ip.,0.748,89.133,,,,,,
13106,04.19.21 klo 12.30.00 ip.,1.649,87.912,,,,,,
13107,04.19.21 klo 01.00.00 ip.,2.078,86.886,,,,,,
13108,04.19.21 klo 01.30.00 ip.,2.893,85.372,,,,,,
13109,04.19.21 klo 02.00.00 ip.,2.979,84.640,,,,,,
13110,04.19.21 klo 02.30.00 ip.,3.408,82.955,,,,,,
13111,04.19.21 klo 03.00.00 ip.,4.094,83.590,,,,,,
13112,04.19.21 klo 03.30.00 ip.,4.480,82.833,,,,,,
13113,04.19.21 klo 04.00.00 ip.,4.566,82.222,,,,,,
13114,04.19.21 klo 04.30.00 ip.,4.266,82.857,,,,,,
13115,04.19.21 klo 05.00.00 ip.,4.051,83.663,,,,,,
13116,04.19.21 klo 05.30.00 ip.,3.622,85.568,,,,,,
13117,04.19.21 klo 06.00.00 ip.,3.150,87.937,,,,,,
13118,04.19.21 klo 06.30.00 ip.,2.721,89.426,,,,,,
13119,04.19.21 klo 07.00.00 ip.,2.292,90.818,,,,,,
13120,04.19.21 klo 07.30.00 ip.,1.949,92.869,,,,,,
13121,04.19.21 klo 08.00.00 ip.,1.220,94.994,,,,,,
13122,04.19.21 klo 08.30.00 ip.,1.005,97.314,,,,,,
13123,04.19.21 klo 09.00.00 ip.,0.576,99.805,,,,,,
13124,04.19.21 klo 09.30.00 ip.,0.276,99.756,,,,,,
13125,04.19.21 klo 10.00.00 ip.,0.147,100.000,,,,,,
13126,04.19.21 klo 10.30.00 ip.,0.491,100.000,,,,,,
13127,04.19.21 klo 11.00.00 ip.,0.405,100.000,,,,,,
13128,04.19.21 klo 11.30.00 ip.,-0.067,100.000,,,,,,
13129,04.20.21 klo 12.00.00 ap.,0.276,100.000,,,,,,
13130,04.20.21 klo 12.30.00 ap.,0.319,100.000,,,,,,
13131,04.20.21 klo 01.00.00 ap.,0.190,100.000,,,,,,
13132,04.20.21 klo 01.30.00 ap.,0.062,100.000,,,,,,
13133,04.20.21 klo 02.00.00 ap.,0.147,100.000,,,,,,
13134,04.20.21 klo 02.30.00 ap.,0.062,100.000,,,,,,
13135,04.20.21 klo 03.00.00 ap.,-0.153,100.000,,,,,,
13136,04.20.21 klo 03.30.00 ap.,-0.153,100.000,,,,,,
13137,04.20.21 klo 04.00.00 ap.,-0.110,100.000,,,,,,
13138,04.20.21 klo 04.30.00 ap.,-0.067,100.000,,,,,,
13139,04.20.21 klo 05.00.00 ap.,-0.282,100.000,,,,,,
13140,04.20.21 klo 05.30.00 ap.,-0.153,100.000,,,,,,
13141,04.20.21 klo 06.00.00 ap.,-0.496,100.000,,,,,,
13142,04.20.21 klo 06.30.00 ap.,-0.153,100.000,,,,,,
13143,04.20.21 klo 07.00.00 ap.,0.533,97.118,,,,,,
13144,04.20.21 klo 07.30.00 ap.,1.391,94.628,,,,,,
13145,04.20.21 klo 08.00.00 ap.,1.949,93.211,,,,,,
13146,04.20.21 klo 08.30.00 ap.,2.164,91.697,,,,,,
13147,04.20.21 klo 09.00.00 ap.,3.193,87.741,,,,,,
13148,04.20.21 klo 09.30.00 ap.,3.408,87.082,,,,,,
13149,04.20.21 klo 10.00.00 ap.,3.880,84.908,,,,,,
13150,04.20.21 klo 10.30.00 ap.,4.781,81.685,,,,,,
13151,04.20.21 klo 11.00.00 ap.,5.253,79.096,,,,,,
13152,04.20.21 klo 11.30.00 ap.,5.124,79.560,,,,,,
13153,04.20.21 klo 12.00.00 ip.,5.767,76.801,,,,,,
13154,04.20.21 klo 12.30.00 ip.,5.424,77.094,,,,,,
13155,04.20.21 klo 01.00.00 ip.,5.553,76.288,,,,,,
13156,04.20.21 klo 01.30.00 ip.,6.196,73.675,,,,,,
13157,04.20.21 klo 02.00.00 ip.,6.754,70.696,,,,,,
13158,04.20.21 klo 02.30.00 ip.,6.625,71.355,,,,,,
13159,04.20.21 klo 03.00.00 ip.,6.368,71.697,,,,,,
13160,04.20.21 klo 03.30.00 ip.,6.153,72.625,,,,,,
13161,04.20.21 klo 04.00.00 ip.,6.969,69.866,,,,,,
13162,04.20.21 klo 04.30.00 ip.,5.939,73.138,,,,,,
13163,04.20.21 klo 05.00.00 ip.,5.038,76.093,,,,,,
13164,04.20.21 klo 05.30.00 ip.,4.094,79.878,,,,,,
13165,04.20.21 klo 06.00.00 ip.,2.121,89.182,,,,,,
13166,04.20.21 klo 06.30.00 ip.,1.778,90.501,,,,,,
13167,04.20.21 klo 07.00.00 ip.,2.378,88.571,,,,,,
13168,04.20.21 klo 07.30.00 ip.,1.906,90.427,,,,,,
13169,04.20.21 klo 08.00.00 ip.,1.434,92.283,,,,,,
13170,04.20.21 klo 08.30.00 ip.,1.134,93.236,,,,,,
13171,04.20.21 klo 09.00.00 ip.,1.005,94.090,,,,,,
13172,04.20.21 klo 09.30.00 ip.,0.920,94.481,,,,,,
13173,04.20.21 klo 10.00.00 ip.,0.748,95.800,,,,,,
13174,04.20.21 klo 10.30.00 ip.,0.576,96.288,,,,,,
13175,04.20.21 klo 11.00.00 ip.,0.662,95.775,,,,,,
13176,04.20.21 klo 11.30.00 ip.,0.533,95.800,,,,,,
13177,04.21.21 klo 12.00.00 ap.,0.276,96.166,,,,,,
13178,04.21.21 klo 12.30.00 ap.,0.019,96.435,,,,,,
13179,04.21.21 klo 01.00.00 ap.,-0.239,96.410,,,,,,
13180,04.21.21 klo 01.30.00 ap.,-0.754,97.192,,,,,,
13181,04.21.21 klo 02.00.00 ap.,-0.754,96.484,,,,,,
13182,04.21.21 klo 02.30.00 ap.,-1.697,98.462,,,,,,
13183,04.21.21 klo 03.00.00 ap.,-1.225,98.144,,,,,,
13184,04.21.21 klo 03.30.00 ap.,-1.354,99.853,,,,,,
13185,04.21.21 klo 04.00.00 ap.,-2.427,98.168,,,,,,
13186,04.21.21 klo 04.30.00 ap.,-2.727,98.901,,,,,,
13187,04.21.21 klo 05.00.00 ap.,-1.354,98.120,,,,,,
13188,04.21.21 klo 05.30.00 ap.,-0.711,96.679,,,,,,
13189,04.21.21 klo 06.00.00 ap.,-1.183,95.824,,,,,,
