"Plot Title:  20864572"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20864572, SEN S/N: 20864572)","RH, % (LGR S/N: 20864572, SEN S/N: 20864572)","Coupler Detached (LGR S/N: 20864572)","End Of File (LGR S/N: 20864572)"
418,08.18.20 klo 06.09.19 ap.,21.254,36.386,,
419,08.18.20 klo 06.39.19 ap.,21.211,36.337,,
420,08.18.20 klo 07.09.19 ap.,21.211,36.166,,
421,08.18.20 klo 07.39.19 ap.,21.211,36.190,,
422,08.18.20 klo 08.09.19 ap.,21.254,37.241,,
423,08.18.20 klo 08.39.19 ap.,21.254,37.631,,
424,08.18.20 klo 09.09.19 ap.,21.254,37.607,,
425,08.18.20 klo 09.39.19 ap.,21.254,37.265,,
426,08.18.20 klo 10.09.19 ap.,21.211,37.094,,
427,08.18.20 klo 10.39.19 ap.,21.211,37.387,,
428,08.18.20 klo 11.09.19 ap.,21.254,37.485,,
429,08.18.20 klo 11.39.19 ap.,21.297,37.680,,
430,08.18.20 klo 12.09.19 ip.,21.383,37.753,,
431,08.18.20 klo 12.39.19 ip.,21.426,37.705,,
432,08.18.20 klo 01.09.19 ip.,21.340,37.509,,
433,08.18.20 klo 01.39.19 ip.,21.297,37.460,,
434,08.18.20 klo 02.09.19 ip.,21.297,39.194,,
435,08.18.20 klo 02.39.19 ip.,21.340,39.072,,
436,08.18.20 klo 03.09.19 ip.,21.297,39.194,,
437,08.18.20 klo 03.39.19 ip.,21.297,39.365,,
438,08.18.20 klo 04.09.19 ip.,21.254,39.121,,
439,08.18.20 klo 04.39.19 ip.,21.297,39.292,,
440,08.18.20 klo 05.09.19 ip.,21.297,39.487,,
441,08.18.20 klo 05.39.19 ip.,21.297,39.951,,
442,08.18.20 klo 06.09.19 ip.,21.340,40.049,,
443,08.18.20 klo 06.39.19 ip.,21.297,39.756,,
444,08.18.20 klo 07.09.19 ip.,21.211,39.463,,
445,08.18.20 klo 07.39.19 ip.,21.211,39.194,,
446,08.18.20 klo 08.09.19 ip.,21.169,39.292,,
447,08.18.20 klo 08.39.19 ip.,21.126,39.219,,
448,08.18.20 klo 09.09.19 ip.,21.211,40.000,,
449,08.18.20 klo 09.39.19 ip.,21.297,40.195,,
450,08.18.20 klo 10.09.19 ip.,21.426,40.513,,
451,08.18.20 klo 10.39.19 ip.,21.469,40.659,,
452,08.18.20 klo 11.09.19 ip.,21.426,40.391,,
453,08.18.20 klo 11.39.19 ip.,21.383,40.293,,
454,08.19.20 klo 12.09.19 ap.,21.383,39.927,,
455,08.19.20 klo 12.39.19 ap.,21.340,39.585,,
456,08.19.20 klo 01.09.19 ap.,21.297,39.341,,
457,08.19.20 klo 01.39.19 ap.,21.297,39.267,,
458,08.19.20 klo 02.09.19 ap.,21.254,39.096,,
459,08.19.20 klo 02.39.19 ap.,21.254,38.877,,
460,08.19.20 klo 03.09.19 ap.,21.211,38.681,,
461,08.19.20 klo 03.39.19 ap.,21.211,38.510,,
462,08.19.20 klo 04.09.19 ap.,21.211,38.462,,
463,08.19.20 klo 04.39.19 ap.,21.211,38.364,,
464,08.19.20 klo 05.09.19 ap.,21.211,38.217,,
465,08.19.20 klo 05.39.19 ap.,21.211,38.095,,
466,08.19.20 klo 06.09.19 ap.,21.211,37.998,,
467,08.19.20 klo 06.39.19 ap.,21.211,37.998,,
468,08.19.20 klo 07.09.19 ap.,21.254,37.802,,
469,08.19.20 klo 07.39.19 ap.,21.254,38.120,,
470,08.19.20 klo 08.09.19 ap.,21.254,38.510,,
471,08.19.20 klo 08.39.19 ap.,21.383,38.852,,
472,08.19.20 klo 09.09.19 ap.,21.211,39.365,,
473,08.19.20 klo 09.39.19 ap.,21.254,39.389,,
474,08.19.20 klo 10.09.19 ap.,21.340,39.341,,
475,08.19.20 klo 10.39.19 ap.,21.469,39.096,,
476,08.19.20 klo 11.09.19 ap.,21.555,38.950,,
477,08.19.20 klo 11.39.19 ap.,21.640,38.877,,
478,08.19.20 klo 12.09.19 ip.,21.683,38.706,,
479,08.19.20 klo 12.39.19 ip.,21.769,38.706,,
480,08.19.20 klo 01.09.19 ip.,21.898,38.584,,
481,08.19.20 klo 01.39.19 ip.,22.027,38.486,,
482,08.19.20 klo 02.09.19 ip.,22.241,38.242,,
483,08.19.20 klo 02.39.19 ip.,22.456,37.875,,
484,08.19.20 klo 03.09.19 ip.,22.584,37.705,,
485,08.19.20 klo 03.39.19 ip.,22.713,37.631,,
486,08.19.20 klo 04.09.19 ip.,22.756,37.582,,
487,08.19.20 klo 04.39.19 ip.,22.927,37.338,,
488,08.19.20 klo 05.09.19 ip.,22.756,37.656,,
489,08.19.20 klo 05.39.19 ip.,22.713,37.705,,
490,08.19.20 klo 06.09.19 ip.,22.799,37.363,,
491,08.19.20 klo 06.39.19 ip.,22.541,37.534,,
492,08.19.20 klo 07.09.19 ip.,22.327,37.485,,
493,08.19.20 klo 07.39.19 ip.,22.069,37.851,,
494,08.19.20 klo 08.09.19 ip.,21.984,37.778,,
495,08.19.20 klo 08.39.19 ip.,21.855,37.705,,
496,08.19.20 klo 09.09.19 ip.,21.812,37.753,,
497,08.19.20 klo 09.39.19 ip.,21.726,37.827,,
498,08.19.20 klo 10.09.19 ip.,21.683,37.851,,
499,08.19.20 klo 10.39.19 ip.,21.683,38.022,,
500,08.19.20 klo 11.09.19 ip.,21.726,38.510,,
501,08.19.20 klo 11.39.19 ip.,21.726,38.535,,
502,08.20.20 klo 12.09.19 ap.,21.640,38.242,,
503,08.20.20 klo 12.39.19 ap.,21.598,38.095,,
504,08.20.20 klo 01.09.19 ap.,21.555,38.022,,
505,08.20.20 klo 01.39.19 ap.,21.555,37.827,,
506,08.20.20 klo 02.09.19 ap.,21.555,37.656,,
507,08.20.20 klo 02.39.19 ap.,21.512,37.558,,
508,08.20.20 klo 03.09.19 ap.,21.512,37.411,,
509,08.20.20 klo 03.39.19 ap.,21.469,37.411,,
510,08.20.20 klo 04.09.19 ap.,21.512,37.338,,
511,08.20.20 klo 04.39.19 ap.,21.512,37.314,,
512,08.20.20 klo 05.09.19 ap.,21.512,37.216,,
513,08.20.20 klo 05.39.19 ap.,21.512,37.192,,
514,08.20.20 klo 06.09.19 ap.,21.512,37.118,,
515,08.20.20 klo 06.39.19 ap.,21.512,37.070,,
516,08.20.20 klo 07.09.19 ap.,21.512,37.094,,
517,08.20.20 klo 07.39.19 ap.,21.512,36.996,,
518,08.20.20 klo 08.09.19 ap.,21.598,37.265,,
519,08.20.20 klo 08.39.19 ap.,21.640,38.486,,
520,08.20.20 klo 09.09.19 ap.,21.683,38.071,,
521,08.20.20 klo 09.39.19 ap.,21.683,37.875,,
522,08.20.20 klo 10.09.19 ap.,21.726,37.753,,
523,08.20.20 klo 10.39.19 ap.,21.726,37.802,,
524,08.20.20 klo 11.09.19 ap.,21.812,38.584,,
525,08.20.20 klo 11.39.19 ap.,21.855,38.462,,
526,08.20.20 klo 12.09.19 ip.,21.941,38.462,,
527,08.20.20 klo 12.39.19 ip.,22.069,38.584,,
528,08.20.20 klo 01.09.19 ip.,22.155,38.901,,
529,08.20.20 klo 01.39.19 ip.,22.155,38.926,,
530,08.20.20 klo 02.09.19 ip.,22.155,39.048,,
531,08.20.20 klo 02.39.19 ip.,22.198,39.341,,
532,08.20.20 klo 03.09.19 ip.,22.198,39.243,,
533,08.20.20 klo 03.39.19 ip.,22.112,39.463,,
534,08.20.20 klo 04.09.19 ip.,22.112,39.512,,
535,08.20.20 klo 04.39.19 ip.,22.069,39.414,,
536,08.20.20 klo 05.09.19 ip.,22.155,39.219,,
537,08.20.20 klo 05.39.19 ip.,22.198,38.926,,
538,08.20.20 klo 06.09.19 ip.,22.370,38.926,,
539,08.20.20 klo 06.39.19 ip.,22.284,38.510,,
540,08.20.20 klo 07.09.19 ip.,22.241,38.339,,
541,08.20.20 klo 07.39.19 ip.,22.284,38.437,,
542,08.20.20 klo 08.09.19 ip.,22.241,38.437,,
543,08.20.20 klo 08.39.19 ip.,22.241,38.486,,
544,08.20.20 klo 09.09.19 ip.,22.241,38.437,,
545,08.20.20 klo 09.39.19 ip.,22.241,38.413,,
546,08.20.20 klo 10.09.19 ip.,22.198,38.364,,
547,08.20.20 klo 10.39.19 ip.,22.155,38.168,,
548,08.20.20 klo 11.09.19 ip.,21.984,35.873,,
549,08.20.20 klo 11.39.19 ip.,21.898,37.851,,
550,08.21.20 klo 12.09.19 ap.,21.898,37.753,,
551,08.21.20 klo 12.39.19 ap.,21.855,37.705,,
552,08.21.20 klo 01.09.19 ap.,21.769,37.631,,
553,08.21.20 klo 01.39.19 ap.,21.726,37.607,,
554,08.21.20 klo 02.09.19 ap.,21.683,37.485,,
555,08.21.20 klo 02.39.19 ap.,21.683,37.460,,
556,08.21.20 klo 03.09.19 ap.,21.640,37.411,,
557,08.21.20 klo 03.39.19 ap.,21.598,37.241,,
558,08.21.20 klo 04.09.19 ap.,21.598,37.143,,
559,08.21.20 klo 04.39.19 ap.,21.555,37.070,,
560,08.21.20 klo 05.09.19 ap.,21.555,36.996,,
561,08.21.20 klo 05.39.19 ap.,21.512,36.923,,
562,08.21.20 klo 06.09.19 ap.,21.512,36.923,,
563,08.21.20 klo 06.39.19 ap.,21.512,36.923,,
564,08.21.20 klo 07.09.19 ap.,21.555,36.923,,
565,08.21.20 klo 07.39.19 ap.,21.555,36.947,,
566,08.21.20 klo 08.09.19 ap.,21.512,37.021,,
567,08.21.20 klo 08.39.19 ap.,21.512,37.070,,
568,08.21.20 klo 09.09.19 ap.,21.512,37.070,,
569,08.21.20 klo 09.39.19 ap.,21.555,37.314,,
570,08.21.20 klo 10.09.19 ap.,21.640,37.607,,
571,08.21.20 klo 10.39.19 ap.,21.726,37.875,,
572,08.21.20 klo 11.09.19 ap.,21.769,38.022,,
573,08.21.20 klo 11.39.19 ap.,21.769,38.046,,
574,08.21.20 klo 12.09.19 ip.,21.812,37.998,,
575,08.21.20 klo 12.39.19 ip.,21.812,38.339,,
576,08.21.20 klo 01.09.19 ip.,21.812,38.559,,
577,08.21.20 klo 01.39.19 ip.,21.769,38.462,,
578,08.21.20 klo 02.09.19 ip.,21.812,38.535,,
579,08.21.20 klo 02.39.19 ip.,21.812,38.999,,
580,08.21.20 klo 03.09.19 ip.,21.941,39.023,,
581,08.21.20 klo 03.39.19 ip.,21.898,39.292,,
582,08.21.20 klo 04.09.19 ip.,21.984,39.316,,
583,08.21.20 klo 04.39.19 ip.,21.984,39.170,,
584,08.21.20 klo 05.09.19 ip.,22.027,39.145,,
585,08.21.20 klo 05.39.19 ip.,22.027,39.096,,
586,08.21.20 klo 06.09.19 ip.,22.112,39.096,,
587,08.21.20 klo 06.39.19 ip.,22.155,39.121,,
588,08.21.20 klo 07.09.19 ip.,22.069,38.974,,
589,08.21.20 klo 07.39.19 ip.,21.984,39.072,,
590,08.21.20 klo 08.09.19 ip.,21.984,39.634,,
591,08.21.20 klo 08.39.19 ip.,22.027,39.634,,
592,08.21.20 klo 09.09.19 ip.,21.941,39.609,,
593,08.21.20 klo 09.39.19 ip.,21.898,39.902,,
594,08.21.20 klo 10.09.19 ip.,21.855,40.024,,
595,08.21.20 klo 10.39.19 ip.,21.855,40.024,,
596,08.21.20 klo 11.09.19 ip.,21.941,40.464,,
597,08.21.20 klo 11.39.19 ip.,21.984,40.342,,
598,08.22.20 klo 12.09.19 ap.,21.984,41.538,,
599,08.22.20 klo 12.39.19 ap.,21.898,41.856,,
600,08.22.20 klo 01.09.19 ap.,21.812,42.662,,
601,08.22.20 klo 01.39.19 ap.,21.769,43.175,,
602,08.22.20 klo 02.09.19 ap.,21.726,43.248,,
603,08.22.20 klo 02.39.19 ap.,21.683,43.150,,
604,08.22.20 klo 03.09.19 ap.,21.640,43.150,,
605,08.22.20 klo 03.39.19 ap.,21.640,43.028,,
606,08.22.20 klo 04.09.19 ap.,21.598,42.979,,
607,08.22.20 klo 04.39.19 ap.,21.555,42.930,,
608,08.22.20 klo 05.09.19 ap.,21.555,43.101,,
609,08.22.20 klo 05.39.19 ap.,21.512,43.101,,
610,08.22.20 klo 06.09.19 ap.,21.512,43.053,,
611,08.22.20 klo 06.39.19 ap.,21.469,43.126,,
612,08.22.20 klo 07.09.19 ap.,21.469,43.101,,
613,08.22.20 klo 07.39.19 ap.,21.469,43.150,,
614,08.22.20 klo 08.09.19 ap.,21.469,43.199,,
615,08.22.20 klo 08.39.19 ap.,21.469,43.223,,
616,08.22.20 klo 09.09.19 ap.,21.469,43.346,,
617,08.22.20 klo 09.39.19 ap.,21.469,43.346,,
618,08.22.20 klo 10.09.19 ap.,21.512,43.541,,
619,08.22.20 klo 10.39.19 ap.,21.726,45.519,,
620,08.22.20 klo 11.09.19 ap.,21.898,45.397,,
621,08.22.20 klo 11.39.19 ap.,21.984,45.958,,
622,08.22.20 klo 12.09.19 ip.,22.155,46.300,,
623,08.22.20 klo 12.39.19 ip.,22.284,46.691,,
624,08.22.20 klo 01.09.19 ip.,22.370,46.618,,
625,08.22.20 klo 01.39.19 ip.,22.456,46.471,,
626,08.22.20 klo 02.09.19 ip.,22.541,46.545,,
627,08.22.20 klo 02.39.19 ip.,22.541,46.203,,
628,08.22.20 klo 03.09.19 ip.,22.498,45.885,,
629,08.22.20 klo 03.39.19 ip.,22.413,45.763,,
630,08.22.20 klo 04.09.19 ip.,22.584,45.446,,
631,08.22.20 klo 04.39.19 ip.,22.584,45.788,,
632,08.22.20 klo 05.09.19 ip.,22.670,45.617,,
633,08.22.20 klo 05.39.19 ip.,22.670,45.543,,
634,08.22.20 klo 06.09.19 ip.,22.541,45.568,,
635,08.22.20 klo 06.39.19 ip.,22.498,45.739,,
636,08.22.20 klo 07.09.19 ip.,22.413,45.714,,
637,08.22.20 klo 07.39.19 ip.,22.370,46.032,,
638,08.22.20 klo 08.09.19 ip.,22.370,46.227,,
639,08.22.20 klo 08.39.19 ip.,22.413,46.349,,
640,08.22.20 klo 09.09.19 ip.,22.627,46.691,,
641,08.22.20 klo 09.39.19 ip.,22.541,46.496,,
642,08.22.20 klo 10.09.19 ip.,22.541,46.520,,
643,08.22.20 klo 10.39.19 ip.,22.541,46.593,,
644,08.22.20 klo 11.09.19 ip.,22.627,46.886,,
645,08.22.20 klo 11.39.19 ip.,22.713,47.448,,
646,08.23.20 klo 12.09.19 ap.,22.756,47.888,,
647,08.23.20 klo 12.39.19 ap.,22.670,48.132,,
648,08.23.20 klo 01.09.19 ap.,22.584,48.254,,
649,08.23.20 klo 01.39.19 ap.,22.498,48.400,,
650,08.23.20 klo 02.09.19 ap.,22.456,48.425,,
651,08.23.20 klo 02.39.19 ap.,22.413,48.425,,
652,08.23.20 klo 03.09.19 ap.,22.327,48.376,,
653,08.23.20 klo 03.39.19 ap.,22.284,48.327,,
654,08.23.20 klo 04.09.19 ap.,22.241,48.205,,
655,08.23.20 klo 04.39.19 ap.,22.198,48.107,,
656,08.23.20 klo 05.09.19 ap.,22.155,48.010,,
657,08.23.20 klo 05.39.19 ap.,22.155,47.839,,
658,08.23.20 klo 06.09.19 ap.,22.069,47.692,,
659,08.23.20 klo 06.39.19 ap.,22.069,47.521,,
660,08.23.20 klo 07.09.19 ap.,22.069,47.399,,
661,08.23.20 klo 07.39.19 ap.,22.027,47.277,,
662,08.23.20 klo 08.09.19 ap.,22.027,47.155,,
663,08.23.20 klo 08.39.19 ap.,22.027,47.033,,
664,08.23.20 klo 09.09.19 ap.,22.027,46.911,,
665,08.23.20 klo 09.39.19 ap.,21.984,46.764,,
666,08.23.20 klo 10.09.19 ap.,22.112,46.813,,
667,08.23.20 klo 10.39.19 ap.,22.284,46.813,,
668,08.23.20 klo 11.09.19 ap.,23.185,50.940,,
669,08.23.20 klo 11.39.19 ap.,22.970,49.182,,
670,08.23.20 klo 12.09.19 ip.,22.799,47.937,,
671,08.23.20 klo 12.39.19 ip.,22.627,47.961,,
672,08.23.20 klo 01.09.19 ip.,22.627,51.624,,
673,08.23.20 klo 01.39.19 ip.,22.756,49.646,,
674,08.23.20 klo 02.09.19 ip.,22.498,50.574,,
675,08.23.20 klo 02.39.19 ip.,22.198,51.429,,
676,08.23.20 klo 03.09.19 ip.,21.898,52.039,,
677,08.23.20 klo 03.39.19 ip.,21.555,52.552,,
678,08.23.20 klo 04.09.19 ip.,21.126,52.088,,
679,08.23.20 klo 04.39.19 ip.,20.697,53.455,,
680,08.23.20 klo 05.09.19 ip.,21.083,73.358,,
681,08.23.20 klo 05.39.19 ip.,22.970,63.028,,
682,08.23.20 klo 06.09.19 ip.,27.775,52.015,,
683,08.23.20 klo 06.39.19 ip.,27.132,54.237,,
684,08.23.20 klo 07.09.19 ip.,27.003,56.508,,
685,08.23.20 klo 07.39.19 ip.,26.445,56.093,,
686,08.23.20 klo 08.09.19 ip.,26.617,58.510,,
687,08.23.20 klo 08.39.19 ip.,29.706,56.972,,
688,08.23.20 klo 09.09.19 ip.,30.135,51.893,,
689,08.23.20 klo 09.39.19 ip.,29.277,55.507,,
690,08.23.20 klo 10.09.19 ip.,28.891,56.801,,
691,08.23.20 klo 10.39.19 ip.,29.234,55.678,,
692,08.23.20 klo 11.09.19 ip.,29.277,54.383,,
693,08.23.20 klo 11.39.19 ip.,28.891,54.115,,
694,08.24.20 klo 12.09.19 ap.,28.290,51.136,,
695,08.24.20 klo 12.39.19 ap.,27.432,50.232,,
696,08.24.20 klo 01.09.19 ap.,26.531,50.305,,
697,08.24.20 klo 01.39.19 ap.,26.016,50.403,,
698,08.24.20 klo 02.09.19 ap.,25.287,50.989,,
699,08.24.20 klo 02.39.19 ap.,24.601,51.062,,
700,08.24.20 klo 03.09.19 ap.,23.785,51.404,,
701,08.24.20 klo 03.39.19 ap.,23.228,52.137,,
702,08.24.20 klo 04.09.19 ap.,22.842,50.940,,
703,08.24.20 klo 04.39.19 ap.,22.456,51.746,,
704,08.24.20 klo 05.09.19 ap.,21.984,52.015,,
705,08.24.20 klo 05.39.19 ap.,21.426,53.162,,
706,08.24.20 klo 06.09.19 ap.,21.126,53.016,,
707,08.24.20 klo 06.39.19 ap.,20.740,53.675,,
708,08.24.20 klo 07.09.19 ap.,20.396,53.700,,
709,08.24.20 klo 07.39.19 ap.,20.053,53.822,,
710,08.24.20 klo 08.09.19 ap.,19.753,54.261,,
711,08.24.20 klo 08.39.19 ap.,19.410,53.333,,
712,08.24.20 klo 09.09.19 ap.,19.324,56.361,,
713,08.24.20 klo 09.39.19 ap.,19.495,57.241,,
714,08.24.20 klo 10.09.19 ap.,19.453,56.410,,
715,08.24.20 klo 10.39.19 ap.,19.195,55.263,,
716,08.24.20 klo 11.09.19 ap.,18.895,56.361,,
717,08.24.20 klo 11.39.19 ap.,18.723,56.557,,
718,08.24.20 klo 12.09.19 ip.,19.024,59.585,,
719,08.24.20 klo 12.39.19 ip.,20.482,54.579,,
720,08.24.20 klo 01.09.19 ip.,22.370,55.702,,
721,08.24.20 klo 01.39.19 ip.,23.614,53.407,,
722,08.24.20 klo 02.09.19 ip.,24.172,51.893,,
723,08.24.20 klo 02.39.19 ip.,24.343,50.672,,
724,08.24.20 klo 03.09.19 ip.,24.300,50.476,,
725,08.24.20 klo 03.39.19 ip.,24.172,50.012,,
726,08.24.20 klo 04.09.19 ip.,23.957,50.134,,
727,08.24.20 klo 04.39.19 ip.,23.700,50.085,,
728,08.24.20 klo 05.09.19 ip.,23.399,50.354,,
729,08.24.20 klo 05.39.19 ip.,23.099,50.501,,
730,08.24.20 klo 06.09.19 ip.,22.713,50.574,,
731,08.24.20 klo 06.39.19 ip.,22.413,50.745,,
732,08.24.20 klo 07.09.19 ip.,22.069,51.697,,
733,08.24.20 klo 07.39.19 ip.,21.769,51.062,,
734,08.24.20 klo 08.09.19 ip.,22.069,52.332,,
735,08.24.20 klo 08.39.19 ip.,23.399,55.311,,
736,08.24.20 klo 09.09.19 ip.,24.214,56.581,,
737,08.24.20 klo 09.39.19 ip.,24.772,59.853,,
738,08.24.20 klo 10.09.19 ip.,24.987,59.267,,
739,08.24.20 klo 10.39.19 ip.,25.073,57.900,,
740,08.24.20 klo 11.09.19 ip.,25.158,58.217,,
741,08.24.20 klo 11.39.19 ip.,25.201,57.216,,
742,08.25.20 klo 12.09.19 ap.,25.115,57.094,,
743,08.25.20 klo 12.39.19 ap.,24.901,55.678,,
744,08.25.20 klo 01.09.19 ap.,24.601,54.554,,
745,08.25.20 klo 01.39.19 ap.,24.257,54.725,,
746,08.25.20 klo 02.09.19 ap.,24.000,56.361,,
747,08.25.20 klo 02.39.19 ap.,23.785,56.313,,
748,08.25.20 klo 03.09.19 ap.,23.528,56.728,,
749,08.25.20 klo 03.39.19 ap.,23.356,57.338,,
750,08.25.20 klo 04.09.19 ap.,23.185,57.900,,
751,08.25.20 klo 04.39.19 ap.,23.013,58.120,,
752,08.25.20 klo 05.09.19 ap.,22.713,58.413,,
753,08.25.20 klo 05.39.19 ap.,22.584,60.659,,
754,08.25.20 klo 06.09.19 ap.,22.413,57.900,,
755,08.25.20 klo 06.39.19 ap.,22.069,57.094,,
756,08.25.20 klo 07.09.19 ap.,21.812,58.339,,
757,08.25.20 klo 07.39.19 ap.,21.640,58.437,,
758,08.25.20 klo 08.09.19 ap.,21.512,61.319,,
759,08.25.20 klo 08.39.19 ap.,21.512,64.957,,
760,08.25.20 klo 09.09.19 ap.,20.825,64.225,,
761,08.25.20 klo 09.39.19 ap.,20.439,66.740,,
762,08.25.20 klo 10.09.19 ap.,15.677,52.039,,
763,08.25.20 klo 10.39.19 ap.,12.288,52.967,,
764,08.25.20 klo 11.09.19 ap.,11.430,56.850,,
765,08.25.20 klo 11.39.19 ap.,10.787,60.830,,
766,08.25.20 klo 12.09.19 ip.,10.186,61.392,,
767,08.25.20 klo 12.39.19 ip.,11.387,52.283,,
768,08.25.20 klo 01.09.19 ip.,10.658,53.553,,
769,08.25.20 klo 01.39.19 ip.,12.117,53.895,,
770,08.25.20 klo 02.09.19 ip.,12.159,53.529,,
771,08.25.20 klo 02.39.19 ip.,11.602,55.067,,
772,08.25.20 klo 03.09.19 ip.,12.159,58.828,,
773,08.25.20 klo 03.39.19 ip.,16.450,55.531,,
774,08.25.20 klo 04.09.19 ip.,12.460,52.552,,
775,08.25.20 klo 04.39.19 ip.,15.849,41.074,,
776,08.25.20 klo 05.09.19 ip.,15.677,46.618,,
777,08.25.20 klo 05.39.19 ip.,12.631,48.596,,
778,08.25.20 klo 06.09.19 ip.,11.902,53.358,,
779,08.25.20 klo 06.39.19 ip.,17.694,45.665,,
780,08.25.20 klo 07.09.19 ip.,12.588,53.333,,
781,08.25.20 klo 07.39.19 ip.,11.516,50.549,,
782,08.25.20 klo 08.09.19 ip.,6.497,69.206,,
783,08.25.20 klo 08.39.19 ip.,5.253,76.386,,
784,08.25.20 klo 09.09.19 ip.,5.167,80.073,,
785,08.25.20 klo 09.39.19 ip.,4.180,84.200,,
786,08.25.20 klo 10.09.19 ip.,3.923,85.177,,
787,08.25.20 klo 10.39.19 ip.,4.309,83.028,,
788,08.25.20 klo 11.09.19 ip.,3.365,87.350,,
789,08.25.20 klo 11.39.19 ip.,2.807,89.499,,
790,08.26.20 klo 12.09.19 ap.,3.193,89.035,,
791,08.26.20 klo 12.39.19 ap.,3.065,85.177,,
792,08.26.20 klo 01.09.19 ap.,2.807,87.839,,
793,08.26.20 klo 01.39.19 ap.,3.322,87.326,,
794,08.26.20 klo 02.09.19 ap.,1.992,94.579,,
795,08.26.20 klo 02.39.19 ap.,1.477,97.167,,
796,08.26.20 klo 03.09.19 ap.,1.906,98.193,,
797,08.26.20 klo 03.39.19 ap.,1.520,98.388,,
798,08.26.20 klo 04.09.19 ap.,2.164,98.877,,
799,08.26.20 klo 04.39.19 ap.,2.550,99.048,,
800,08.26.20 klo 05.09.19 ap.,2.464,99.267,,
801,08.26.20 klo 05.39.19 ap.,2.421,99.219,,
802,08.26.20 klo 06.09.19 ap.,3.193,97.753,,
803,08.26.20 klo 06.39.19 ap.,4.008,93.504,,
804,08.26.20 klo 07.09.19 ap.,3.708,94.139,,
805,08.26.20 klo 07.39.19 ap.,3.022,96.923,,
806,08.26.20 klo 08.09.19 ap.,4.395,91.209,,
807,08.26.20 klo 08.39.19 ap.,3.966,93.358,,
808,08.26.20 klo 09.09.19 ap.,5.682,84.078,,
809,08.26.20 klo 09.39.19 ap.,4.866,85.958,,
810,08.26.20 klo 10.09.19 ap.,6.153,76.703,,
811,08.26.20 klo 10.39.19 ap.,6.325,75.946,,
812,08.26.20 klo 11.09.19 ap.,6.754,67.619,,
813,08.26.20 klo 11.39.19 ap.,7.612,63.297,,
814,08.26.20 klo 12.09.19 ip.,7.355,66.838,,
815,08.26.20 klo 12.39.19 ip.,7.869,66.911,,
816,08.26.20 klo 01.09.19 ip.,8.041,65.446,,
817,08.26.20 klo 01.39.19 ip.,6.582,72.918,,
818,08.26.20 klo 02.09.19 ip.,7.869,68.962,,
819,08.26.20 klo 02.39.19 ip.,8.041,66.203,,
820,08.26.20 klo 03.09.19 ip.,6.926,69.402,,
821,08.26.20 klo 03.39.19 ip.,6.883,71.331,,
822,08.26.20 klo 04.09.19 ip.,6.754,68.547,,
823,08.26.20 klo 04.39.19 ip.,7.097,73.895,,
824,08.26.20 klo 05.09.19 ip.,6.582,76.190,,
825,08.26.20 klo 05.39.19 ip.,6.582,76.972,,
826,08.26.20 klo 06.09.19 ip.,5.596,79.976,,
827,08.26.20 klo 06.39.19 ip.,5.124,83.126,,
828,08.26.20 klo 07.09.19 ip.,4.180,89.353,,
829,08.26.20 klo 07.39.19 ip.,3.537,92.405,,
830,08.26.20 klo 08.09.19 ip.,3.193,94.652,,
831,08.26.20 klo 08.39.19 ip.,3.193,93.700,,
832,08.26.20 klo 09.09.19 ip.,3.108,93.700,,
833,08.26.20 klo 09.39.19 ip.,2.679,95.800,,
834,08.26.20 klo 10.09.19 ip.,2.464,97.265,,
835,08.26.20 klo 10.39.19 ip.,2.421,97.411,,
836,08.26.20 klo 11.09.19 ip.,2.249,98.852,,
837,08.26.20 klo 11.39.19 ip.,2.249,99.194,,
838,08.27.20 klo 12.09.19 ap.,2.164,99.048,,
839,08.27.20 klo 12.39.19 ap.,2.078,99.292,,
840,08.27.20 klo 01.09.19 ap.,1.949,99.634,,
841,08.27.20 klo 01.39.19 ap.,1.563,99.731,,
842,08.27.20 klo 02.09.19 ap.,1.477,99.829,,
843,08.27.20 klo 02.39.19 ap.,1.563,99.976,,
844,08.27.20 klo 03.09.19 ap.,1.434,100.000,,
845,08.27.20 klo 03.39.19 ap.,1.306,100.000,,
846,08.27.20 klo 04.09.19 ap.,1.091,100.000,,
847,08.27.20 klo 04.39.19 ap.,0.920,100.000,,
848,08.27.20 klo 05.09.19 ap.,0.662,100.000,,
849,08.27.20 klo 05.39.19 ap.,0.533,100.000,,
850,08.27.20 klo 06.09.19 ap.,0.576,100.000,,
851,08.27.20 klo 06.39.19 ap.,0.533,99.194,,
852,08.27.20 klo 07.09.19 ap.,0.834,98.608,,
853,08.27.20 klo 07.39.19 ap.,1.263,97.070,,
854,08.27.20 klo 08.09.19 ap.,2.936,91.624,,
855,08.27.20 klo 08.39.19 ap.,2.035,93.822,,
856,08.27.20 klo 09.09.19 ap.,3.622,84.567,,
857,08.27.20 klo 09.39.19 ap.,3.794,88.400,,
858,08.27.20 klo 10.09.19 ap.,2.550,89.231,,
859,08.27.20 klo 10.39.19 ap.,4.395,74.237,,
860,08.27.20 klo 11.09.19 ap.,4.180,79.438,,
861,08.27.20 klo 11.39.19 ap.,5.253,74.139,,
862,08.27.20 klo 12.09.19 ip.,4.309,78.510,,
863,08.27.20 klo 12.39.19 ip.,6.068,70.501,,
864,08.27.20 klo 01.09.19 ip.,5.167,74.872,,
